"","name","pweight_x","pweight_y","pop11","number_lsoa","type","number_oa","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osm_nm"
"1659","Cullen",351247.060338983,867037.974237288,1475,NA,"locality",12,351151.131356947,867176.13884699,"town",168.201750789371,"Cullen"
"1660","Culloden",271956.725657427,846296.432835821,4221,NA,"locality",33,271956.725657427,846296.432835821,"Origin",NA,NA
"1661","Cumbernauld",275492.610196956,674688.71234013,51839,NA,"locality",415,275933.657614039,674534.257712622,"town",467.310449352575,"Cumbernauld"
"1662","Cuminestown",380359.560784314,850354.119607843,510,NA,"locality",4,380359.560784314,850354.119607843,"Origin",NA,NA
"1663","Cumnock",257263.334771546,619726.681491315,9039,NA,"locality",83,256793.370320289,620147.512110378,"town",630.844668192199,"Cumnock"
"1664","Cupar",337357.303458614,714443.4741407,9339,NA,"locality",83,337524.659212918,714570.366372783,"town",210.022825096904,"Cupar"
"1665","Dailly",227013.741899441,601408.187709497,895,NA,"locality",7,226937.991514082,601552.813509497,"townhall",163.26280319712,"Dailly Community Centre"
"1666","Dalbeattie",283372.888573456,561088.076886681,4227,NA,"locality",37,283104.845174951,561302.953618108,"town",343.539332814626,"Dalbeattie"
"1667","Dalgety Bay",315425.066133279,683312.35071906,9874,NA,"locality",76,315679.36131739,683516.179083699,"town",325.901891515675,"Dalgety Bay"
"1668","Dalkeith",333647.597616572,666933.209389746,12503,NA,"locality",114,333179.586680819,667318.371599475,"town",606.122235021607,"Dalkeith"
"1669","Dalmellington",247982.195605953,605982.576187101,1411,NA,"locality",11,247982.195605953,605982.576187101,"Origin",NA,NA
"1670","Dalry",229054.346473396,649317.529079017,5657,NA,"locality",47,229195.890344164,649468.556204985,"town",206.987584483706,"Dalry"
"1671","Dalrymple",236325.603257329,614553.472964169,1535,NA,"locality",12,236325.603257329,614553.472964169,"Origin",NA,NA
"1672","Danderhall",330717.217057101,669499.650805271,2732,NA,"locality",24,330717.217057101,669499.650805271,"Origin",NA,NA
"1673","Darvel",256378.167915267,637602.304572462,3871,NA,"locality",35,256386.759447934,637481.804373765,"town",120.80609388473,"Darvel"
"1674","Dechmont",304089.627478754,670818.379603399,706,NA,"locality",6,304089.627478754,670818.379603399,"Origin",NA,NA
"1675","Denholm",356935.773353752,618424.049004594,653,NA,"locality",7,356935.773353752,618424.049004594,"Origin",NA,NA
"1676","Denny",280889.673767805,682290.317156183,7933,NA,"locality",68,281096.584212909,682550.800046082,"town",332.660890733019,"Denny"
"1677","Dennyloanhead",280904.83819797,680308.118654822,1576,NA,"locality",11,280904.83819797,680308.118654822,"Origin",NA,NA
"1678","Dingwall",254771.026588964,859356.526497906,5491,NA,"locality",48,254955.391980641,858759.956289375,"town",624.409009668591,"Dingwall"
"1679","Dollar",296193.767022451,698159.745675377,2717,NA,"locality",23,296131.250141987,697947.127862665,"town",221.618353538958,"Dollar"
"1680","Dornoch",279859.132450331,889798.935430464,1208,NA,"locality",10,279748.688829074,889700.056601551,"town",148.239051142673,"Dornoch"
"1681","Douglas",283723.52654321,630472.793209877,1620,NA,"locality",15,283723.52654321,630472.793209877,"Origin",NA,NA
"1682","Doune",272207.28413962,701611.073484385,1633,NA,"locality",12,272207.28413962,701611.073484385,"Origin",NA,NA
"1683","Dreghorn",235136.408952749,638043.234318873,3619,NA,"locality",28,235136.408952749,638043.234318873,"Origin",NA,NA
"1684","Drongan",244355.438689548,618361.596879875,3205,NA,"locality",27,244355.438689548,618361.596879875,"Origin",NA,NA
"1685","Drumnadrochit",250831.563124432,829195.247956403,1101,NA,"locality",10,250831.563124432,829195.247956403,"Origin",NA,NA
"1686","Drumoak",379171.166471278,798928.237983587,853,NA,"locality",7,378538.435854796,798494.343655035,"townhall",767.210741180228,NA
"1687","Drymen",247465.152439024,688755.8,820,NA,"locality",8,247442.328318482,688676.258483454,"townhall",82.7513947493927,NA
"1688","Dufftown",332392.586082783,840100.349130174,1667,NA,"locality",16,332374.197212589,839960.973563118,"town",140.583424481929,"Dufftown"
"1689","Dullatur",274666.453371593,676752.054519369,697,NA,"locality",5,274666.453371593,676752.054519369,"Origin",NA,NA
"1690","Dumbarton",240055.240928375,675709.869178937,20035,NA,"locality",187,239617.72908869,675322.819705535,"town",584.14373635717,"Dumbarton"
"1691","Dumfries",297235.59995128,576239.548978411,32841,NA,"locality",290,297317.511219506,576240.651660079,"town",81.9186899872752,"Dumfries"
"1692","Dunbar",367695.969714824,678441.768913505,8486,NA,"locality",68,367928.66797574,678919.239198382,"town",531.155677342827,"Dunbar"
"1693","Dunbeg",187850.1808,733509.128,625,NA,"locality",5,187850.1808,733509.128,"Origin",NA,NA
"1694","Dunblane",278195.143003064,701438.310180456,8811,NA,"locality",67,278204.451292684,701257.10797744,"town",181.441127183202,"Dunblane"
"1695","Dundee",340821.483604611,731935.390965404,147389,NA,"locality",1343,340310.982313549,730249.493342087,"city",1761.49435550623,"Dundee"
"1696","Dundonald",236536.306561086,634704.136500754,2652,NA,"locality",23,236536.306561086,634704.136500754,"Origin",NA,NA
"1697","Dunfermline",310683.928378868,687159.887679556,49706,NA,"locality",408,309109.650653304,687468.270066318,"town",1604.1976354772,"Dunfermline"
"1698","Dunipace",280593.72748538,683518.927095517,2565,NA,"locality",22,280593.72748538,683518.927095517,"Origin",NA,NA
"1699","Dunkeld and Birnam",303023.913752914,742123.512820513,1287,NA,"locality",13,302619.090685117,742638.91366071,"town",655.377557059217,"Dunkeld"
"1700","Dunlop",240939.094942325,649498.062111801,1127,NA,"locality",9,240939.094942325,649498.062111801,"Origin",NA,NA
"1701","Dunning",302010.181528662,714439.295116773,942,NA,"locality",9,302010.181528662,714439.295116773,"Origin",NA,NA
"1702","Dunoon",217458.371303525,677441.287083038,8454,NA,"locality",81,217452.802978338,676535.988286607,"town",905.315921137067,"Dunoon"
"1703","Duns",378749.779513258,653706.103523429,2753,NA,"locality",26,378529.917853888,653888.769212777,"town",285.842444934335,"Duns"
"1704","Duntocher and Hardgate",249199.968244967,672891.594698044,7054,NA,"locality",64,249199.968244967,672891.594698044,"Origin",NA,NA
"1705","Dyce",389023.318977591,812925.819852941,5712,NA,"locality",48,388648.661348466,812749.909951445,"town",413.899302374327,"Dyce"
"1706","Eaglesfield",323436.480463097,574372.251808972,691,NA,"locality",6,323436.480463097,574372.251808972,"Origin",NA,NA
"1707","Eaglesham",257177.623314066,652106.070648683,3114,NA,"locality",28,257177.623314066,652106.070648683,"Origin",NA,NA
"1708","Earlston",357549.631815627,638610.587408657,1779,NA,"locality",15,357486.896382255,638497.818769506,"town",129.044568178262,"Earlston"
"1709","East Calder",308715.495238095,667314.339047619,4725,NA,"locality",37,308527.07304079,667838.296440878,"town",556.807214741407,"East Calder"
"1710","East Kilbride",263013.09926609,653970.60673961,74396,NA,"locality",646,263134.050523895,654600.137547311,"town",641.044651026391,"East Kilbride"
"1711","East Linton",358916.170999422,677443.298671288,1731,NA,"locality",17,358916.170999422,677443.298671288,"Origin",NA,NA
"1712","East Wemyss",333978.44813278,697044.25,1928,NA,"locality",17,333978.44813278,697044.25,"Origin",NA,NA
"1713","East Whitburn",296282.457002457,665157.702702703,1221,NA,"locality",10,296282.457002457,665157.702702703,"Origin",NA,NA
"1714","Eastriggs",324790.675906183,566198.848081023,1876,NA,"locality",15,324790.675906183,566198.848081023,"Origin",NA,NA
"1715","Ecclefechan",319345.852618758,574745.507917174,821,NA,"locality",6,319517.269261243,574525.869059887,"townhall",278.61244220446,NA
"1716","Edinburgh",324427.573988933,672788.212808523,459366,NA,"locality",4182,325892.695202653,674006.399895396,"city",1905.4028312978,"Edinburgh"
"1717","Edzell",360054.809471366,768846.473568282,908,NA,"locality",8,360054.809471366,768846.473568282,"Origin",NA,NA
"1718","Elderslie",244311.887646432,662764.365814697,5634,NA,"locality",50,244311.887646432,662764.365814697,"Origin",NA,NA
"1719","Elgin",321956.416378416,862672.878329298,23128,NA,"locality",200,321620.805139117,862857.829144947,"town",383.199306044505,"Elgin"
"1720","Elie and Earlsferry",348993.875923191,700052.722304284,677,NA,"locality",9,348799.82504397,700039.893453196,"town",194.474479422201,"Elie and Earlsferry"
"1721","Ellon",395292.812719127,830817.44156603,10268,NA,"locality",80,396168.394401771,830968.790997509,"townhall",888.5662234136,NA
"1722","Elphinstone",339728.926923077,670397.942307692,520,NA,"locality",5,339728.926923077,670397.942307692,"Origin",NA,NA
"1723","Errol",325261.245614035,722966.305873379,1311,NA,"locality",10,325261.245614035,722966.305873379,"Origin",NA,NA
"1724","Erskine",246766.853650893,670212.998307741,15955,NA,"locality",123,246793.081909493,670500.249643089,"town",288.446270920959,"Erskine"
"1725","Evanton",260532.184191443,866182.351704133,1379,NA,"locality",11,260532.184191443,866182.351704133,"Origin",NA,NA
"1726","Eyemouth",394144.854765933,664203.393683023,3546,NA,"locality",29,394504.676629115,664345.829131989,"town",386.98789431447,"Eyemouth"
"1727","Faifley",250535.209709119,673236.452830189,5088,NA,"locality",47,250535.209709119,673236.452830189,"Origin",NA,NA
"1728","Fairlie",221006.274578652,655210.050561798,1424,NA,"locality",13,221006.274578652,655210.050561798,"Origin",NA,NA
"1729","Falkirk",288196.850104526,680412.040736765,35398,NA,"locality",330,288811.961807518,679908.791159063,"town",794.746843098751,"Falkirk"
"1730","Falkland",325422.76459854,707236.98540146,1096,NA,"locality",9,325422.76459854,707236.98540146,"Origin",NA,NA
"1731","Fallin",283534.566031073,691802.10769774,2832,NA,"locality",22,283534.566031073,691802.10769774,"Origin",NA,NA
"1732","Fauldhouse",293389.664670659,660723.590336568,4843,NA,"locality",41,293529.222725869,660707.5309073,"town",140.47902349645,"Fauldhouse"
"1733","Fenwick",246410.350674374,643291.852601156,1038,NA,"locality",7,246410.350674374,643291.852601156,"Origin",NA,NA
"1734","Ferryden and Inchbraoch",371211.057231245,756639.930394432,1293,NA,"locality",12,371211.057231245,756639.930394432,"Origin",NA,NA
"1735","Findhorn",304344.263041065,864147.364039956,901,NA,"locality",9,304344.263041065,864147.364039956,"Origin",NA,NA
"1736","Findochty",346307.219189413,867881.400330852,1209,NA,"locality",12,346307.219189413,867881.400330852,"Origin",NA,NA
"1737","Fochabers",334557.647569444,858451.714699074,1728,NA,"locality",15,334557.647569444,858451.714699074,"Origin",NA,NA
"1738","Forfar",345635.894931663,750475.975441344,14048,NA,"locality",126,345627.276271483,750628.810856748,"town",153.078233282817,"Forfar"
"1739","Forgandenny",309159.175438597,718228.242424242,627,NA,"locality",2,309159.175438597,718228.242424242,"Origin",NA,NA
"1740","Forres",303501.253944327,858422.684855793,9951,NA,"locality",88,303710.981879965,858909.566219335,"town",530.13136971045,"Forres"
"1741","Fort Augustus",237690.938808374,809131.592592593,621,NA,"locality",5,237690.938808374,809131.592592593,"Origin",NA,NA
"1742","Fort William",210545.37599864,773740.242903281,5883,NA,"locality",51,210223.063122154,773908.573280627,"town",363.621652663754,"Fort William"
"1743","Forth",294015.558263181,653756.646876385,2257,NA,"locality",19,294015.558263181,653756.646876385,"Origin",NA,NA
"1744","Fortrose",272757.119970739,856543.997073884,1367,NA,"locality",10,272774.648511217,856594.008559514,"town",52.994324472108,"Fortrose"
"1745","Fraserburgh",398978.033740458,866336.411221374,13100,NA,"locality",104,399792.196936898,867085.315363628,"town",1106.21838925382,"Fraserburgh"
"1746","Freuchie",328418.551525144,706736.427864798,1213,NA,"locality",11,328418.551525144,706736.427864798,"Origin",NA,NA
"1747","Friockheim",359520.48960499,749821.181912682,962,NA,"locality",9,359520.48960499,749821.181912682,"Origin",NA,NA
"1748","Galashiels",349468.101760645,636012.330411851,12893,NA,"locality",118,349264.250907529,636165.146918982,"town",254.770593216339,"Galashiels"
"1749","Galston",249990.331905782,636489.902569593,4670,NA,"locality",43,250079.430168318,636667.30265759,"town",198.517736256587,"Galston"
"1750","Gardenstown",380135.550224888,864542.71814093,667,NA,"locality",6,380135.550224888,864542.71814093,"Origin",NA,NA
"1751","Garelochhead",224086.305665349,690761.112867809,2277,NA,"locality",12,224086.305665349,690761.112867809,"Origin",NA,NA
"1752","Gargunnock",270492.418882979,694383.054521277,752,NA,"locality",6,270492.418882979,694383.054521277,"Origin",NA,NA
"1753","Garmouth",333762.709677419,864309.534804754,589,NA,"locality",4,333762.709677419,864309.534804754,"Origin",NA,NA
"1754","Gartcosh",269696.491375291,668145.294172494,2145,NA,"locality",17,269696.491375291,668145.294172494,"Origin",NA,NA
"1755","Gatehouse of Fleet",259769.090263692,556490.096348884,986,NA,"locality",9,260011.012028784,556504.584929776,"town",242.35523390613,"Gatehouse of Fleet"
"1756","Gauldry",337673.738060781,723697.629522431,691,NA,"locality",6,337673.738060781,723697.629522431,"Origin",NA,NA
"1757","Giffnock",256341.724169135,659004.046643633,12156,NA,"locality",97,256214.006632483,658831.608495781,"town",214.584910940149,"Giffnock"
"1758","Gifford",353487.78768021,667994.626474443,763,NA,"locality",7,353487.78768021,667994.626474443,"Origin",NA,NA
"1759","Girvan",218749.079536912,597426.399789505,6651,NA,"locality",60,218527.503130295,597963.753342818,"town",581.244307694328,"Girvan"
"1760","Glasgow",258219.767052403,665112.645350669,590386,NA,"locality",5464,259266.840502246,665395.79438242,"city",1084.6825266165,"Glasgow"
"1761","Glassford",272650.045977011,647155.113300493,609,NA,"locality",6,272650.045977011,647155.113300493,"Origin",NA,NA
"1762","Glenboig",271865.527788139,668712.349123461,2681,NA,"locality",20,271865.527788139,668712.349123461,"Origin",NA,NA
"1763","Glenfarg",313449.708165997,710367.759036145,747,NA,"locality",7,313449.708165997,710367.759036145,"Origin",NA,NA
"1764","Glenluce",219856.28976378,557514.034645669,635,NA,"locality",5,219856.28976378,557514.034645669,"Origin",NA,NA
"1765","Glenmavis",275301.729540481,667694.133916849,2285,NA,"locality",18,275301.729540481,667694.133916849,"Origin",NA,NA
"1766","Glenochil Village",287115,695699,831,NA,"locality",1,287115,695699,"Origin",NA,NA
"1767","Glenrothes",327063.273569774,701047.318481554,39277,NA,"locality",336,327396.784306328,701015.495810634,"town",335.025512134507,"Glenrothes"
"1768","Golspie",283179.938877043,900133.699360341,1407,NA,"locality",11,283226.493590156,899936.783529908,"town",202.344225487717,"Golspie"
"1769","Gorebridge",334421.896739978,661855.139291842,6411,NA,"locality",51,334482.509597859,661644.839724394,"town",218.860290161001,"Gorebridge"
"1770","Gourdon",382658.296577947,770913.778200253,789,NA,"locality",7,382658.296577947,770913.778200253,"Origin",NA,NA
"1771","Gourock",223687.869401934,676982.50380246,10651,NA,"locality",98,224140.261606385,677781.962739491,"town",918.582222039016,"Gourock"
"1772","Gowkthrapple",279230.696055684,653571.163959784,1293,NA,"locality",12,279230.696055684,653571.163959784,"Origin",NA,NA
"1773","Grangemouth",292861.101594428,680968.096644218,17373,NA,"locality",164,292692.186595409,682004.684849109,"town",1050.26062642214,"Grangemouth"
"1774","Grantown-on-Spey",303036.736820428,827740.928336079,2428,NA,"locality",23,303139.246649595,827699.669579013,"town",110.501357957894,"Grantown-on-Spey"
"1775","Greenhill",282102.959227468,679304.406866953,2330,NA,"locality",14,282102.959227468,679304.406866953,"Origin",NA,NA
"1776","Greenlaw",371194.444104135,646041.229709035,653,NA,"locality",6,371147.302034417,646031.160571153,"town",48.2054174857983,"Greenlaw"
"1777","Greenock",226765.050397758,675859.194042669,44248,NA,"locality",404,227801.525744495,676198.76222199,"town",1090.68221439664,"Greenock"
"1778","Gretna",331883.972354623,567103.930727677,3147,NA,"locality",27,332075.038581974,567382.250002547,"town",337.591353559395,"Gretna"
"1779","Guardbridge",344970.337662338,719533.108766234,616,NA,"locality",7,344970.337662338,719533.108766234,"Origin",NA,NA
"1780","Gullane",348581.984423676,682897.294781931,2568,NA,"locality",22,348581.984423676,682897.294781931,"Origin",NA,NA
"1781","Haddington",351294.222087379,673904.648830538,9064,NA,"locality",76,351437.587079311,673895.321954846,"town",143.668060200798,"Haddington"
"1782","Haggs and Longcroft",279520.307180851,679331.640957447,752,NA,"locality",6,279520.307180851,679331.640957447,"Origin",NA,NA
"1783","Halkirk",313228.765784114,959326.387983707,982,NA,"locality",9,313228.765784114,959326.387983707,"Origin",NA,NA
"1784","Hallglen",289327.367524016,678462.545088317,3227,NA,"locality",28,289327.367524016,678462.545088317,"Origin",NA,NA
"1785","Hamilton",270793.444799579,654843.775926901,53188,NA,"locality",461,272550.248083705,655492.338465659,"town",1872.69622357599,"Hamilton"
"1786","Harthill",290298.283787429,664370.540329107,3707,NA,"locality",32,290298.283787429,664370.540329107,"Origin",NA,NA
"1787","Hatton of Cruden",405009.540816327,837231.12244898,882,NA,"locality",9,405009.540816327,837231.12244898,"Origin",NA,NA
"1788","Hawick",350505.504967119,615128.595564572,14294,NA,"locality",137,350303.840724442,614576.765024612,"town",587.52481786433,"Hawick"
"1789","Head of Muir",280950.617804154,681055.912759644,1685,NA,"locality",14,280950.617804154,681055.912759644,"Origin",NA,NA
"1790","Helensburgh",230110.43326301,682609.249296765,14220,NA,"locality",127,229764.338269674,682860.384952751,"town",427.610643132001,"Helensburgh"
"1791","High Bonnybridge",282950.064,679457.8416,625,NA,"locality",4,282950.064,679457.8416,"Origin",NA,NA
"1792","High Valleyfield",300308.31261426,686558.543875686,2188,NA,"locality",19,298589.210479687,685914.434373054,"townhall",1835.80750637806,NA
"1793","Hillhead",242165.259194396,619695.409807355,571,NA,"locality",6,242165.259194396,619695.409807355,"Origin",NA,NA
"1794","Hillside",370806.682707993,761338.029363785,1226,NA,"locality",12,370806.682707993,761338.029363785,"Origin",NA,NA
"1795","Holytown",276375.025167125,660306.038143925,5086,NA,"locality",42,276375.025167125,660306.038143925,"Origin",NA,NA
"1796","Hopeman",314667.686774942,869460.379350348,1724,NA,"locality",14,314667.686774942,869460.379350348,"Origin",NA,NA
"1797","Houston",241390.013289556,666139.251094434,6396,NA,"locality",49,241390.013289556,666139.251094434,"Origin",NA,NA
"1798","Howwood",239738.327342747,660389.892169448,1558,NA,"locality",12,239738.327342747,660389.892169448,"Origin",NA,NA
"1799","Huntly",352724.186661074,839928.736786913,4768,NA,"locality",39,352904.558688317,839951.750514892,"town",181.834264887383,"Huntly"
"1800","Hurlford and Crookedholm",245478.852455634,636702.143210896,4846,NA,"locality",43,245478.852455634,636702.143210896,"Origin",NA,NA
"1801","Inchinnan",247674.034501948,669018.928770173,1797,NA,"locality",16,247674.034501948,669018.928770173,"Origin",NA,NA
"1802","Inchture",328152.055411255,728703.243290043,1155,NA,"locality",8,328152.055411255,728703.243290043,"Origin",NA,NA
"1803","Innellan",214916.203030303,670485.326262626,990,NA,"locality",10,214916.203030303,670485.326262626,"Origin",NA,NA
"1804","Innerleithen",333301.351369185,636747.508742989,3031,NA,"locality",26,333125.926005362,636678.30719347,"town",188.581315957728,"Innerleithen"
"1805","Insch",363105.329097283,828124.765556529,2282,NA,"locality",18,363105.329097283,828124.765556529,"Origin",NA,NA
"1806","Inverallochy and Cairnbulg",404064.488727273,865001.593454545,1375,NA,"locality",11,404064.488727273,865001.593454545,"Origin",NA,NA
"1807","Inveraray",209289.894295302,708153.129194631,596,NA,"locality",6,209423.107178417,708459.248869409,"town",333.848659596364,"Inveraray"
"1808","Inverbervie",382858.759068518,772411.414240932,2233,NA,"locality",18,382981.449853359,772598.685789089,"town",223.883142362168,"Inverbervie"
"1809","Invergordon",270747.344785276,869122.609079755,4075,NA,"locality",35,270765.209223494,868357.756659586,"town",765.061018998453,"Invergordon"
"1810","Invergowrie",334678.688232013,730097.803680982,1793,NA,"locality",18,334678.688232013,730097.803680982,"Origin",NA,NA
"1811","Inverkeithing",313182.733743748,682942.062716429,5198,NA,"locality",52,312994.060434424,682879.196492531,"town",198.871264285397,"Inverkeithing"
"1812","Inverkip",221002.224329627,671985.27763244,3058,NA,"locality",25,221002.224329627,671985.27763244,"Origin",NA,NA
"1813","Inverness",266550.252878492,844356.143828127,46639,NA,"locality",411,266642.321943505,845382.394604542,"city",1030.37244180172,"Inverness"
"1814","Inverurie",376815.87197724,821750.674727359,12654,NA,"locality",108,377538.930736388,821533.539326359,"town",754.95811244582,"Inverurie"
"1815","Irvine",233247.037678598,639659.048637502,33945,NA,"locality",291,232218.601931588,638858.248275915,"town",1303.44209877001,"Irvine"
"1816","Jedburgh",365348.466997519,620516.472208437,4030,NA,"locality",36,364994.053988396,620565.244377749,"town",357.753134905552,"Jedburgh"
"1817","Johnshaven",379669.851190476,767141.6875,672,NA,"locality",5,379669.851190476,767141.6875,"Origin",NA,NA
"1818","Johnstone",242482.550135338,662380.744842105,16625,NA,"locality",152,242696.758975713,663092.031211611,"town",742.841656572968,"Johnstone"
"1819","Keith",342963.74313477,850504.913814956,4734,NA,"locality",40,343084.412388328,850709.489695449,"town",237.512862038699,"Keith"
"1820","Kelso",372909.924277354,634646.084234793,5639,NA,"locality",50,372760.234627294,633947.331841708,"town",714.60611400742,"Kelso"
"1821","Kelty",314091.101393782,694497.75815592,6529,NA,"locality",57,314341.360323048,694243.799491933,"town",356.54527719688,"Kelty"
"1822","Kemnay",373222.821877507,816257.309975929,3739,NA,"locality",31,373163.392942315,816099.148212365,"town",168.958402548923,"Kemnay"
"1823","Kennoway",335145.687284483,702577.432974138,4640,NA,"locality",41,335145.687284483,702577.432974138,"Origin",NA,NA
"1824","Kilbarchan",240612.497202015,663067.395635143,3574,NA,"locality",29,240612.497202015,663067.395635143,"Origin",NA,NA
"1825","Kilbirnie",231428.733839309,654283.890211986,7642,NA,"locality",71,231524.250558256,654608.000740456,"town",337.892110389563,"Kilbirnie"
"1826","Kilcreggan",222953.402597403,681181.403361345,1309,NA,"locality",13,222953.402597403,681181.403361345,"Origin",NA,NA
"1827","Killearn",252269.186360964,685693.219282775,1701,NA,"locality",14,252269.186360964,685693.219282775,"Origin",NA,NA
"1828","Killin",257116.25751634,732821.292810458,765,NA,"locality",7,257116.25751634,732821.292810458,"Origin",NA,NA
"1829","Kilmacolm",235646.709984947,669897.582538886,3986,NA,"locality",35,235646.709984947,669897.582538886,"Origin",NA,NA
"1830","Kilmarnock",242993.483026062,638001.572001127,46159,NA,"locality",418,242718.413881026,638002.763238583,"town",275.071724459704,"Kilmarnock"
"1831","Kilmaurs",240850.477326969,641306.912035459,2933,NA,"locality",25,240850.477326969,641306.912035459,"Origin",NA,NA
"1832","Kilsyth",271628.766717248,677944.185837127,9885,NA,"locality",85,271628.766717248,677944.185837127,"Origin",NA,NA
"1833","Kilwinning",229832.804687029,643440.02741129,16599,NA,"locality",142,230360.229423715,643263.285738789,"town",556.250367790563,"Kilwinning"
"1834","Kincardine",293235.620324629,687666.983062809,2834,NA,"locality",25,293113.898483945,687505.269076864,"town",202.404594190801,"Kincardine"
"1835","Kinghorn",326902.593064402,686963.922859165,2826,NA,"locality",27,326998.018748009,687056.037273547,"town",132.631543868041,"Kinghorn"
"1836","Kinglassie",323263.293942993,698583.3847981,1684,NA,"locality",14,323263.293942993,698583.3847981,"Origin",NA,NA
"1837","Kingseat (Aberdeenshire)",390545.513081395,818974.228197674,688,NA,"locality",5,390545.513081395,818974.228197674,"Origin",NA,NA
"1838","Kingseat (Fife)",312589.36329588,690370.535580524,801,NA,"locality",7,312589.36329588,690370.535580524,"Origin",NA,NA
"1839","Kingskettle",330772.427145709,707938.150698603,1002,NA,"locality",8,330772.427145709,707938.150698603,"Origin",NA,NA
"1840","Kingswells",386831.372741468,807556.891144323,4483,NA,"locality",33,386831.372741468,807556.891144323,"Origin",NA,NA
"1841","Kingussie",275882.100271003,800831.256097561,1476,NA,"locality",13,275775.553331319,800681.739613488,"town",183.595831558557,"Kingussie"
"1842","Kinlochleven",218761.358258929,762028.208705357,896,NA,"locality",10,218761.358258929,762028.208705357,"Origin",NA,NA
"1843","Kinloss",306897.014258555,861688.94486692,1052,NA,"locality",12,306897.014258555,861688.94486692,"Origin",NA,NA
"1844","Kinnesswood",317697.282157676,702973.919087137,482,NA,"locality",4,317697.282157676,702973.919087137,"Origin",NA,NA
"1845","Kinross",311551.795951748,702734.085054181,4891,NA,"locality",42,311910.504195598,702106.195653358,"town",723.129797388392,"Kinross"
"1846","Kintore",378933.466943958,815946.89908056,4568,NA,"locality",33,379242.016907079,816305.796268367,"town",473.297233414211,"Kintore"
"1847","Kippen",264926.462962963,694642.333333333,1026,NA,"locality",9,264926.462962963,694642.333333333,"Origin",NA,NA
"1848","Kirkcaldy",327427.457100324,692867.608159488,49709,NA,"locality",458,327908.059411555,691404.774932853,"town",1539.75960153166,"Kirkcaldy"
"1849","Kirkconnel",273587.112097151,611644.271835591,2141,NA,"locality",22,273587.112097151,611644.271835591,"Origin",NA,NA
"1850","Kirkcudbright",268513.71300716,551220.720763723,3352,NA,"locality",31,268149.167321943,550870.545809745,"town",505.485959254933,"Kirkcudbright"
"1851","Kirkfieldbank",286325.977130977,643683.461538462,962,NA,"locality",8,286325.977130977,643683.461538462,"Origin",NA,NA
"1852","Kirkhill",255537.359011628,845503.251453488,688,NA,"locality",5,255537.359011628,845503.251453488,"Origin",NA,NA
"1853","Kirkintilloch",266409.5034791,673838.672151963,19689,NA,"locality",175,266049.163533845,673428.540858059,"town",545.941896528877,"Kirkintilloch"
"1854","Kirkliston",312228.86532782,674537.676609569,3386,NA,"locality",27,312489.54793486,674567.223181009,"town",262.351713348872,"Kirkliston"
"1855","Kirkmuirhill and Blackwood",279277.585337105,643519.713814239,4242,NA,"locality",36,279277.585337105,643519.713814239,"Origin",NA,NA
"1856","Kirknewton",311365.232281428,667125.268494568,1933,NA,"locality",15,311294.142917523,666963.43193707,"townhall",176.761899183834,NA
"1857","Kirkwall",345183.045706175,1010518.05621008,7045,NA,"locality",67,344989.267742935,1010914.88692178,"town",441.615797707067,"Kirkwall"
"1858","Kirriemuir",338428.926869351,754190.153820871,6085,NA,"locality",54,338549.490576319,753933.231484818,"town",283.803971432586,"Kirriemuir"
"1859","Kyle of Lochalsh",176116.208012327,827551.573189522,649,NA,"locality",6,176116.208012327,827551.573189522,"Origin",NA,NA
"1860","Ladybank",330332.167664671,709960.280106454,1503,NA,"locality",13,330339.057041472,710086.62122205,"town",126.528814910621,"Ladybank"
"1861","Lamlash",202573.219435737,631085.203761755,957,NA,"locality",11,202573.219435737,631085.203761755,"Origin",NA,NA
"1862","Lanark",288628.723094297,643831.107735742,8855,NA,"locality",80,288248.904479232,643865.603520611,"town",381.38188148268,"Lanark"
"1863","Langbank",238267.837982833,673135.847639485,932,NA,"locality",6,238267.837982833,673135.847639485,"Origin",NA,NA
"1864","Langholm",336161.916030534,584573.959586888,2227,NA,"locality",22,336440.329230834,584517.560817404,"town",284.068180725823,"Langholm"
"1865","Larbert",286015.923876189,683103.23394947,9143,NA,"locality",71,285992.869099017,682457.02290851,"town",646.622171139329,"Larbert"
"1866","Largs",220670.052028219,659706.000176367,11340,NA,"locality",103,220209.474458554,659459.178458355,"town",522.544407836505,"Largs"
"1867","Larkhall",276411.377521806,650906.888874093,15019,NA,"locality",136,276257.244654805,651110.082682365,"town",255.03855475185,"Larkhall"
"1868","Lauder",352942.808791209,647568.781318681,1820,NA,"locality",14,353084.782458197,647579.73365026,"town",142.39549039604,"Lauder"
"1869","Laurencekirk",371436.121709402,771289.987008547,2925,NA,"locality",21,371540.843449493,771303.504776762,"town",105.590590988266,"Laurencekirk"
"1870","Laurieston",291165.819217623,679432.379415116,2633,NA,"locality",25,291165.819217623,679432.379415116,"Origin",NA,NA
"1871","Law",282035.301268172,652331.261985772,3233,NA,"locality",27,282035.301268172,652331.261985772,"Origin",NA,NA
"1872","Lennoxtown",262949.277479238,677804.042012702,4094,NA,"locality",33,262849.932502985,677756.57434103,"town",110.102698244163,"Lennoxtown"
"1873","Lenzie",265446.028401664,672098.419726679,8415,NA,"locality",65,265704.077815931,672339.143505893,"town",352.898622953392,"Lenzie"
