"","name","pweight_x","pweight_y","pop11","number_lsoa","type","number_oa","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osm_nm"
"663","Fradley South BUASD",415634.80674117,312900.936454879,2818,1,"buasd",NA,415634.80674117,312900.936454879,"Origin",NA,NA
"664","Frampton Cotterell/Winterbourne BUASD",366255.065931246,180961.16903255,14484,9,"buasd",NA,366255.065931246,180961.16903255,"Origin",NA,NA
"665","Frimley BUASD",488617.020605116,157320.892882025,19884,13,"buasd",NA,488236.956400656,158134.69739556,"town",898.179595493722,"Frimley"
"666","Frinton-on-Sea BUASD",623857.265406041,220236.269237562,5132,4,"buasd",NA,623776.11269693,219504.272231416,"town",736.481757549504,"Frinton-on-Sea"
"667","Frogham BUASD",416890.741286346,112998.263616888,1364,1,"buasd",NA,416890.741286346,112998.263616888,"Origin",NA,NA
"668","Fulwood BUASD",352709.49466198,432418.443973152,32556,22,"buasd",NA,352709.49466198,432418.443973152,"Origin",NA,NA
"669","Furness Vale BUASD",400732.517596174,383314.797888711,1443,1,"buasd",NA,400732.517596174,383314.797888711,"Origin",NA,NA
"670","Gaerwen BUASD",248328.287714369,371856.931962919,2016,1,"buasd",NA,248328.287714369,371856.931962919,"Origin",NA,NA
"671","Gamesley BUASD",400955.01923475,394548.704276879,2531,2,"buasd",NA,400955.01923475,394548.704276879,"Origin",NA,NA
"672","Garstang BUASD",349106.353816656,445482.760527312,8522,5,"buasd",NA,349276.032324424,445322.893250968,"town",233.127308662135,"Garstang"
"673","Gateshead BUASD",426419.48312891,561149.351270214,119433,74,"buasd",NA,425347.495158439,562728.359837652,"town",1908.5141510812,"Gateshead"
"674","Gatley BUASD",384889.12431159,386809.361190335,21984,14,"buasd",NA,384889.12431159,386809.361190335,"Origin",NA,NA
"675","Gilfach Goch BUASD",298002.061982846,189314.927849654,2814,2,"buasd",NA,298002.061982846,189314.927849654,"Origin",NA,NA
"676","Gillingham BUASD",579198.834624532,166830.874571267,102220,63,"buasd",NA,577232.012316785,168476.604117368,"town",2564.53031355887,"Gillingham"
"677","Girton BUASD",542234.786321227,262044.183453483,2221,2,"buasd",NA,542234.786321227,262044.183453483,"Origin",NA,NA
"678","Glapwell BUASD",447792.728579511,365870.256525091,1503,1,"buasd",NA,447792.728579511,365870.256525091,"Origin",NA,NA
"679","Glossop BUASD",402298.5131348,394812.683259927,32590,21,"buasd",NA,403552.112241554,394122.397152638,"town",1431.08547276881,"Glossop"
"680","Gloucester BUASD",384208.999119049,216666.506754191,136586,86,"buasd",NA,383170.093085215,218560.950608093,"city",2160.61177973328,"Gloucester"
"681","Glyn-neath BUASD",287943.736603151,206600.207824352,3430,2,"buasd",NA,288472.604464996,206761.397177581,"town",552.886265778889,"Glyn-neath"
"682","Godalming BUASD",497024.040200829,144311.411400122,19298,13,"buasd",NA,496900.058397741,143862.71171275,"town",465.513584060718,"Godalming"
"683","Golborne BUASD",361732.868447852,397843.444820637,22343,14,"buasd",NA,360312.108763859,397821.047168052,"town",1420.93621760469,"Golborne"
"684","Goldsithney BUASD",154593.38217189,30611.7812168723,1994,1,"buasd",NA,154375.535966429,30489.6163048601,"townhall",249.762356973117,"St Pirans Hall"
"685","Goldthorpe BUASD",445982.099225488,404142.946590538,6240,4,"buasd",NA,445866.259156015,403859.356222836,"townhall",306.337099204544,NA
"686","Goole BUASD",474657.964899526,424103.06277701,20810,12,"buasd",NA,474056.930041387,423911.480358034,"town",630.830186309221,"Goole"
"687","Goosnargh BUASD",355826.704964424,436565.355233257,1398,1,"buasd",NA,355826.704964424,436565.355233257,"Origin",NA,NA
"688","Goring BUASD",460238.112557908,181205.174414255,3048,2,"buasd",NA,460238.112557908,181205.174414255,"Origin",NA,NA
"689","Gorleston-on-Sea BUASD",652198.899923356,303671.696149758,24147,15,"buasd",NA,652198.899923356,303671.696149758,"Origin",NA,NA
"690","Gorseinon BUASD",259318.496029492,198637.536296468,15276,10,"buasd",NA,258912.867093934,198707.935050199,"town",411.692625496973,"Gorseinon"
"691","Gosport BUASD",459740.380633521,101014.744488305,70302,45,"buasd",NA,462041.860495938,99883.8612485043,"town",2564.31403286941,"Gosport"
"692","Gowerton BUASD",259477.069716156,195888.586780834,8375,5,"buasd",NA,259477.069716156,195888.586780834,"Origin",NA,NA
"693","Grain BUASD",588678.029471977,176448.980713671,1648,1,"buasd",NA,588678.029471977,176448.980713671,"Origin",NA,NA
"694","Grantham BUASD",491461.314850782,336043.835809244,41613,26,"buasd",NA,491371.489102451,335968.607988043,"town",117.166079330999,"Grantham"
"695","Grassington BUASD",400330.061037999,463927.046168393,1611,1,"buasd",NA,400369.943279431,464220.400519416,"townhall",296.052982497761,"Devonshire Institute"
"696","Grassmoor BUASD",440439.495458301,367050.385747311,2449,2,"buasd",NA,440439.495458301,367050.385747311,"Origin",NA,NA
"697","Gravesend BUASD",565569.896019608,172769.518177044,55321,34,"buasd",NA,564780.496890167,174141.388821735,"town",1582.77605848999,"Gravesend"
"698","Grays BUASD",560629.689591844,178719.146173586,64532,38,"buasd",NA,561436.328435425,178018.265622353,"town",1068.59710418438,"Grays"
"699","Grayshott BUASD",487648.707303506,136030.912143772,6705,5,"buasd",NA,487648.707303506,136030.912143772,"Origin",NA,NA
"700","Great Abington BUASD",553222.442418348,248772.406252066,1155,1,"buasd",NA,553222.442418348,248772.406252066,"Origin",NA,NA
"701","Great Blakenham BUASD",611902.951932386,250653.188672238,1235,1,"buasd",NA,611902.951932386,250653.188672238,"Origin",NA,NA
"702","Great Doddington BUASD",487822.511074562,264881.542893237,1747,1,"buasd",NA,487822.511074562,264881.542893237,"Origin",NA,NA
"703","Great Gonerby BUASD",489870.622389855,338285.259571651,2200,1,"buasd",NA,489870.622389855,338285.259571651,"Origin",NA,NA
"704","Great Gransden BUASD",526718.030373115,255885.523319501,1748,1,"buasd",NA,526718.030373115,255885.523319501,"Origin",NA,NA
"705","Great Harwood BUASD",373417.863596494,432347.521092369,10800,7,"buasd",NA,373298.450855922,432344.348213055,"town",119.454885935972,"Great Harwood"
"706","Great Horkesley BUASD",597948.998485803,229238.296181476,1776,1,"buasd",NA,597948.998485803,229238.296181476,"Origin",NA,NA
"707","Great Kingshill BUASD",487975.492030379,197808.009450641,1573,1,"buasd",NA,487975.492030379,197808.009450641,"Origin",NA,NA
"708","Great Knowley BUASD",359561.382682522,419507.543059841,1025,1,"buasd",NA,359561.382682522,419507.543059841,"Origin",NA,NA
"709","Great Notley BUASD",574123.532334857,221118.874375962,7451,4,"buasd",NA,574123.532334857,221118.874375962,"Origin",NA,NA
"710","Great Preston BUASD",440149.243994199,429709.970407306,1463,1,"buasd",NA,440149.243994199,429709.970407306,"Origin",NA,NA
"711","Great Wyrley BUASD",398586.200251504,306958.460487896,16279,11,"buasd",NA,399067.567940257,306595.83147701,"town",602.672922330788,"Cheslyn Hay"
"712","Great Yarmouth BUASD",652045.399512945,306806.690998415,39287,24,"buasd",NA,652717.959956714,307589.194539755,"town",1031.8184640391,"Great Yarmouth"
"713","Greenwich BUASD",543080.082274924,177347.58703454,260568,154,"buasd",NA,543300.425435381,177984.732050917,"town",674.169771091701,"Eltham"
"714","Grimsargh BUASD",358601.427613858,434245.929305514,2543,1,"buasd",NA,358851.336705275,434404.646700719,"townhall",296.050275314172,NA
"715","Grimsby BUASD",526238.338499602,408459.191979257,88243,58,"buasd",NA,527671.46009658,409628.312090851,"town",1849.50786617863,"Grimsby"
"716","Groby BUASD",452490.664731023,307112.79661959,6796,4,"buasd",NA,452490.664731023,307112.79661959,"Origin",NA,NA
"717","Gronant BUASD",309653.422908258,383124.5552013,1527,1,"buasd",NA,309653.422908258,383124.5552013,"Origin",NA,NA
"718","Grove BUASD",369941.863327108,72328.301800661,1630,1,"buasd",NA,369941.863327108,72328.301800661,"Origin",NA,NA
"719","Guildford BUASD",499573.480709527,150691.499136292,74881,43,"buasd",NA,500255.200509372,149431.231639236,"town",1432.83496943519,"Guildford"
"720","Guiseley BUASD",418675.068120143,442079.941799663,11991,7,"buasd",NA,419328.897466813,442107.193028343,"town",654.397007962997,"Guiseley"
"721","Gunnislake BUASD",242906.312909939,71350.5139549229,3033,2,"buasd",NA,243192.95874422,71684.1188734235,"townhall",439.838693111705,NA
"722","Gwaun-Cae-Gurwen BUASD",270380.52959429,211636.772261238,2910,2,"buasd",NA,270380.52959429,211636.772261238,"Origin",NA,NA
"723","Gwernaffield-y-Waun BUASD",320217.394839601,364523.71252056,1942,1,"buasd",NA,320217.394839601,364523.71252056,"Origin",NA,NA
"724","Hackney BUASD",534118.209106582,185447.283004335,246270,144,"buasd",NA,535365.68452688,184507.775096709,"town",1561.68819959065,"Hackney"
"725","Hale (Trafford) BUASD",378351.319060527,386475.276203126,15976,10,"buasd",NA,378351.319060527,386475.276203126,"Origin",NA,NA
"726","Halesowen BUASD",396294.787233561,284225.252195767,57897,37,"buasd",NA,396599.311769795,283473.24397299,"town",811.327036583907,"Halesowen"
"727","Halifax BUASD",407889.121322332,425569.26361575,90667,57,"buasd",NA,409303.412590357,425177.573848989,"town",1467.52876094349,"Halifax"
"728","Hammersmith and Fulham BUASD",523804.315409049,178450.164354572,182493,113,"buasd",NA,523419.321807791,178505.960252698,"town",389.015751939369,"Hammersmith"
"729","Hampton in Arden BUASD",420543.458765291,281023.536362732,1976,1,"buasd",NA,420543.458765291,281023.536362732,"Origin",NA,NA
"730","Harden BUASD",408481.569625646,438262.483029614,1600,1,"buasd",NA,408481.569625646,438262.483029614,"Origin",NA,NA
"731","Harefield BUASD",505424.887779409,190492.170193951,4562,3,"buasd",NA,505424.887779409,190492.170193951,"Origin",NA,NA
"732","Haringey BUASD",531566.365788564,189628.981594694,254926,145,"buasd",NA,531068.494161558,190264.902383868,"town",807.633213210571,"Wood Green"
"733","Harlow BUASD",545503.24818611,209252.910484208,79430,53,"buasd",NA,544581.591894168,209717.589443162,"townhall",1032.1709429015,"Harlow Town Hall"
"734","Harrogate BUASD",430649.346687267,455542.016063859,73548,50,"buasd",NA,430315.655587035,455221.188443462,"town",462.903999100728,"Harrogate"
"735","Harrow BUASD",515205.709814264,189317.027736613,239056,137,"buasd",NA,515291.88692777,188223.686849219,"town",1096.7318682972,"Edgware"
"736","Hartlepool BUASD",449992.439017369,532243.463743627,87835,56,"buasd",NA,451639.933559955,533700.669510915,"town",2199.47423628193,"Hartlepool"
"737","Hartley (Sevenoaks) BUASD",560884.57520314,167238.795955195,16572,11,"buasd",NA,560884.57520314,167238.795955195,"Origin",NA,NA
"738","Hartley (Tunbridge Wells) BUASD",576257.964298596,135129.238267234,1294,1,"buasd",NA,576257.964298596,135129.238267234,"Origin",NA,NA
"739","Harwich BUASD",624135.087739811,231041.489609058,21198,13,"buasd",NA,625418.645612336,231231.384606592,"town",1297.52877509879,"Dovercourt"
"740","Haslemere BUASD",489374.668404682,132783.061431984,11203,7,"buasd",NA,490461.356106757,132823.792638626,"town",1087.45077729313,"Haslemere"
"741","Haslingden BUASD",378667.510194054,422503.322772308,14587,10,"buasd",NA,378597.28955477,423219.334937508,"town",719.447259286985,"Haslingden"
"742","Hastings BUASD",580789.527920805,110638.862430262,90254,53,"buasd",NA,581862.866218153,109385.530113507,"town",1650.12029766768,"Hastings"
"743","Hatfield BUASD",522058.835709676,208382.238272639,37842,21,"buasd",NA,522531.356142726,208687.054471113,"town",562.306388458698,"Hatfield"
"744","Hatfield Peverel BUASD",579278.080406278,211651.771544589,2914,2,"buasd",NA,579278.080406278,211651.771544589,"Origin",NA,NA
"745","Hattersley BUASD",397992.455932172,394655.21393572,4534,3,"buasd",NA,397992.455932172,394655.21393572,"Origin",NA,NA
"746","Hatton BUASD",421547.611742904,330208.483774191,2563,2,"buasd",NA,421547.611742904,330208.483774191,"Origin",NA,NA
"747","Havant BUASD",471386.486003733,107619.869526715,44464,29,"buasd",NA,471748.577318677,106317.581062152,"town",1351.68981844627,"Havant"
"748","Havering BUASD",552964.076430226,188181.508708162,234517,148,"buasd",NA,551317.553868138,188609.521425138,"town",1701.24408400335,"Romford"
"749","Haworth BUASD",403837.446658808,437448.478582776,5194,3,"buasd",NA,403837.446658808,437448.478582776,"Origin",NA,NA
"750","Haydock BUASD",355537.358487231,396968.793982684,14481,10,"buasd",NA,355537.358487231,396968.793982684,"Origin",NA,NA
"751","Hazel Grove BUASD",392104.932153596,386538.184623952,19659,13,"buasd",NA,392104.932153596,386538.184623952,"Origin",NA,NA
"752","Headley Down BUASD",483269.33550541,136341.389262992,5613,4,"buasd",NA,483269.33550541,136341.389262992,"Origin",NA,NA
"753","Heage BUASD",437171.519914903,350164.76101189,3087,2,"buasd",NA,437171.519914903,350164.76101189,"Origin",NA,NA
"754","Heanor BUASD",443578.370991027,346703.668332316,24455,15,"buasd",NA,443202.384190954,346557.160531942,"town",403.522749543796,"Heanor"
"755","Heathfield BUASD",558214.557617224,121002.352141077,7772,5,"buasd",NA,558189.668773534,121560.867935673,"town",559.070073741965,"Heathfield"
"756","Hebburn BUASD",431234.649168534,564288.506215387,20567,14,"buasd",NA,431339.811234199,564883.931324403,"town",604.640488638728,"Hebburn"
"757","Heckmondwike BUASD",421977.44204014,423869.398705344,11399,7,"buasd",NA,421521.128151721,423494.472623988,"town",590.586091306918,"Heckmondwike"
"758","Hedge End BUASD",449434.3584276,113438.959847963,25873,16,"buasd",NA,448803.447968695,113114.106336777,"town",709.632165904503,"Hedge End"
"759","Hedon BUASD",519107.31103337,428458.431900216,6903,4,"buasd",NA,518689.885059748,428687.672023718,"town",476.230487975321,"Hedon"
"760","Hellaby BUASD",450290.385071338,391949.42893711,1437,1,"buasd",NA,450290.385071338,391949.42893711,"Origin",NA,NA
"761","Helston BUASD",166239.0418507,27813.8346347391,11682,7,"buasd",NA,166038.169001881,27529.5541434655,"town",348.088062293761,"Helston"
"762","Hemel Hempstead BUASD",506179.039305275,207044.233158416,93505,59,"buasd",NA,505539.099373748,206935.119139962,"town",649.175619525716,"Kings Langley"
"763","Hemingbrough BUASD",467587.889969455,430597.366266072,1998,1,"buasd",NA,467587.889969455,430597.366266072,"Origin",NA,NA
"764","Hemingford Grey BUASD",529503.320602955,270533.881362346,2827,2,"buasd",NA,529503.320602955,270533.881362346,"Origin",NA,NA
"765","Hendreforgan BUASD",298344.680088972,188265.034959568,1727,1,"buasd",NA,298344.680088972,188265.034959568,"Origin",NA,NA
"766","Henlow BUASD",517717.709992285,238234.680925322,1852,1,"buasd",NA,517717.709992285,238234.680925322,"Origin",NA,NA
"767","Herne Bay BUASD",617918.682732351,167431.996912412,38563,23,"buasd",NA,617955.806804738,167949.812054757,"town",519.144217334566,"Herne Bay"
"768","Hersden BUASD",620310.671323657,162164.090152182,2054,1,"buasd",NA,620310.671323657,162164.090152182,"Origin",NA,NA
"769","Hertford BUASD",532551.247392567,212909.370250186,26783,17,"buasd",NA,532604.937909536,212533.716949695,"town",379.470781196446,"Hertford"
"770","Hessle BUASD",503301.089731844,426692.69989949,15000,10,"buasd",NA,503365.785377477,426331.585657274,"town",366.863765578982,"Hessle"
"771","Hetton-le-Hole BUASD",435519.377295952,547000.008195258,12254,8,"buasd",NA,435258.145757315,547516.165267605,"town",578.498089981928,"Hetton-le-Hole"
"772","Hextable BUASD",551874.769349736,170356.698847459,4092,3,"buasd",NA,551874.769349736,170356.698847459,"Origin",NA,NA
"773","Heysham BUASD",341837.710296767,461885.909713483,14495,9,"buasd",NA,341806.439369291,461870.434697794,"town",34.8905003657998,"Heysham"
"774","Heywood BUASD",385168.826452767,410490.344052894,29070,19,"buasd",NA,385274.314109822,411156.331182162,"town",674.289627787241,"Heywood"
"775","High Lane BUASD",395442.910905909,385437.832994189,4196,3,"buasd",NA,395442.910905909,385437.832994189,"Origin",NA,NA
"776","High Wycombe BUASD",487569.061671871,192872.758002136,118208,73,"buasd",NA,486731.101110275,192808.958726031,"town",840.385774761193,"High Wycombe"
"777","Higham BUASD",570982.559876297,171264.822469285,2440,2,"buasd",NA,570982.559876297,171264.822469285,"Origin",NA,NA
"778","Higham Ferrers BUASD",495908.824920762,268902.909668808,8649,5,"buasd",NA,496074.185901127,268478.585242209,"town",455.40693103611,"Higham Ferrers"
"779","Hill Dale BUASD",349364.182550905,412173.144859735,1147,1,"buasd",NA,349364.182550905,412173.144859735,"Origin",NA,NA
"780","Hillingdon BUASD",508648.462253198,183084.074984984,279242,164,"buasd",NA,505384.892931591,183987.291159372,"town",3386.24927827357,"Ruislip"
"781","Hindley BUASD",362773.516488804,403975.038204937,24893,15,"buasd",NA,361798.416625916,404252.746256566,"town",1013.87450137764,"Hindley"
"782","Hipsburn BUASD",423469.968536859,611186.985130356,1719,1,"buasd",NA,423469.968536859,611186.985130356,"Origin",NA,NA
"783","Hirwaun Industrial Estate BUASD",292850.10119868,206426.68272842,1700,1,"buasd",NA,292850.10119868,206426.68272842,"Origin",NA,NA
"784","Histon BUASD",543987.114092639,263490.694155722,7553,5,"buasd",NA,543987.114092639,263490.694155722,"Origin",NA,NA
"785","Hitchin BUASD",518928.279129197,229493.906441704,34778,22,"buasd",NA,518373.334863134,228944.58126975,"town",780.846516915268,"Hitchin"
"786","Hoddesdon BUASD",537232.806088331,207828.353364286,41483,25,"buasd",NA,536852.369911145,207175.577046767,"town",755.545237312493,"Hoddesdon"
"787","Holcombe BUASD",295439.939702794,75192.7549251905,1726,1,"buasd",NA,295439.939702794,75192.7549251905,"Origin",NA,NA
"788","Holme-on-Spalding-Moor BUASD",480397.610321848,438215.774844701,1832,1,"buasd",NA,480397.610321848,438215.774844701,"Origin",NA,NA
"789","Holmfirth BUASD",414156.892107843,409572.563954855,18968,12,"buasd",NA,414199.69932749,408216.242785691,"town",1356.99652614744,"Holmfirth"
"790","Holt BUASD",340959.533134775,353838.236630742,1113,1,"buasd",NA,340984.737826227,353837.813375061,"town",25.2082450112774,"Holt"
"791","Holywell BUASD",318200.227869487,376457.241695604,9973,5,"buasd",NA,318649.750519965,375631.418127838,"town",940.242084981692,"Holywell"
