"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","social.HH","nonsocial.HH","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"1842","S01008347",2020,"Scotland","East Renfrewshire","Glasgow",1022,48,974,6,483,10689.8388942047,8253.18161966733,5989,5088,5128,3747,2023.08356409287,205176.926739454
"1843","S01008348",2020,"Scotland","East Renfrewshire","Glasgow",769,43,726,3,323,11073.8701234725,8254.20772786326,6388,5979,4298,3747,1776.08637881977,163221.276945029
"1844","S01008349",2020,"Scotland","East Renfrewshire","Glasgow",858,12,846,1,312,11835.2543036682,9168.52173688448,6229,6061,1169,5182,1450.66704436075,578248.581022931
"1845","S01008350",2020,"Scotland","East Renfrewshire","Glasgow",576,8,568,5,252,11243.9155601883,8470.63887168503,2808,6632,5115,3747,1786.30142975733,609482.333925187
"1846","S01008351",2020,"Scotland","East Renfrewshire","Glasgow",900,30,870,2,345,11001.6587790617,8933.29446944125,6679,6791,3898,3747,2094.52634280481,299313.513435466
"1847","S01008352",2020,"Scotland","East Renfrewshire","Glasgow",693,24,669,0,248,11582.1403313865,9440.1535182571,5678,6892,5163,3631.5,1758.01282575123,257107.48930013
"1848","S01008353",2020,"Scotland","East Renfrewshire","Glasgow",528,5,523,1,197,11819.6117372064,9619.241207907,6928,5502,1729,3631.5,1542.10451417154,144310.862538207
"1849","S01008354",2020,"Scotland","East Renfrewshire","Glasgow",1074,60,1014,25,261,11964.9996715658,9974.18627308363,2699,5043,635,5570,1366.45962206611,33415567.7652291
"1850","S01008355",2020,"Scotland","East Renfrewshire","Glasgow",668,73,595,65,234,13894.8247127188,6416.14496598629,5311,3246,2482,5154,548.263292547913,280899.352378596
"1851","S01008356",2020,"Scotland","East Renfrewshire","Glasgow",607,25,582,3,256,13668.9574745223,6892.02745671433,5821,4715,991,5653,529.631848506643,154244.730963106
"1852","S01008357",2020,"Scotland","East Renfrewshire","Glasgow",714,28,686,4,292,13368.1592540158,6642.74652416777,6042,5964,1924,4928.5,608.332630368716,164703.447296397
"1853","S01008358",2020,"Scotland","East Renfrewshire","Glasgow",707,84,623,70,276,13303.3141987594,6193.79330211761,1507,3596,3634,4928.5,689.137794331838,308009.653726142
"1854","S01008359",2020,"Scotland","East Renfrewshire","Glasgow",718,30,688,7,243,12856.727529846,5971.01122764272,5427,6351,1551,5859,726.978137633205,31855338.5640977
"1855","S01008360",2020,"Scotland","East Renfrewshire","Glasgow",841,13,828,4,315,11513.13759597,6001.80568540532,5694,6622,1826,5418,896.491454425972,280792.426280516
"1856","S01008361",2020,"Scotland","East Renfrewshire","Glasgow",823,28,795,4,197,11090.3567668152,6440.05522352449,2649,5553,675,5900,1099.014877872,24687273.2461376
"1857","S01008362",2020,"Scotland","East Renfrewshire","Glasgow",1079,39,1040,1,408,10489.4863194632,7775.09388454345,5846,3976,4535,4340,1941.28444879177,257436.538334345
"1858","S01008363",2020,"Scotland","East Renfrewshire","Glasgow",778,28,750,2,318,10129.8804339197,7929.22349494266,5038,3615,6059,3729,2209.0107492817,187323.255161965
"1859","S01008364",2020,"Scotland","East Renfrewshire","Glasgow",777,34,743,10,312,9935.77771305765,7537.59533549657,6393,5061,4444,3729,2200.89039777589,214098.492215604
"1860","S01008365",2020,"Scotland","East Renfrewshire","Glasgow",690,10,680,1,287,9782.94139448591,7262.54332167447,4806,6962,2789,4364,2164.97239425815,3574682.31255331
"1861","S01008366",2020,"Scotland","East Renfrewshire","Glasgow",950,89,861,105,319,9196.05246419891,5931.1499311878,5203,3500,4098,3751.5,2329.04365808806,204781.357088653
"1862","S01008367",2020,"Scotland","East Renfrewshire","Glasgow",747,128,619,123,245,8879.77290575974,5878.74302081186,1630,2769,6324,3751.5,2548.02311176383,189136.711835843
"1863","S01008368",2020,"Scotland","East Renfrewshire","Glasgow",661,24,637,12,299,9212.17012752937,5572.67815554873,5938,3734,2561,3751.5,2204.15455258994,166143.989765012
"1864","S01008369",2020,"Scotland","East Renfrewshire","Glasgow",550,39,511,28,207,9260.15762552453,4943.60127444357,3940,4448,1814,5190,1953.91400000545,643879.003845721
"1865","S01008370",2020,"Scotland","East Renfrewshire","Glasgow",740,32,708,17,283,9035.83249212386,5307.12395397548,3334,4358,2922,4133,2191.40952059381,897646.615649435
"1866","S01008371",2020,"Scotland","East Renfrewshire","Glasgow",771,10,761,2,300,8913.02709814385,7167.14347429736,6119,6552,3325,2475,2720.93333130813,176022.254836035
"1867","S01008372",2020,"Scotland","East Renfrewshire","Glasgow",811,27,784,1,287,9005.40748558824,7036.40125084387,6166,5058.5,2135,3974.5,2630.85124718183,110904.611011942
"1868","S01008373",2020,"Scotland","East Renfrewshire","Glasgow",803,11,792,0,269,8649.84991752497,6779.21636533884,6158,6103,4582,2475,2945.36623211622,130757.902370468
"1869","S01008374",2020,"Scotland","East Renfrewshire","Glasgow",707,11,696,2,262,8739.42430677049,6339.18229130036,5118,6863,6050,3751.5,2814.61801137753,148861.59386889
"1870","S01008375",2020,"Scotland","East Renfrewshire","Glasgow",818,10,808,1,284,9115.32216966648,6552.11317039935,6429,6899,4367,3974.5,2481.03612149395,182626.099178587
"1871","S01008376",2020,"Scotland","East Renfrewshire","Glasgow",541,9,532,5,207,8408.36648495333,5971.43458674182,4908,4293,6719,2351,2860.23039397917,132306.642467841
"1872","S01008377",2020,"Scotland","East Renfrewshire","Glasgow",767,21,746,0,291,8453.62637741668,6392.84485207251,4527,6390,6867,2351,3085.03288688749,122656.700434668
"1873","S01008378",2020,"Scotland","East Renfrewshire","Glasgow",1032,25,1007,14,407,8235.60497847672,6727.52705745876,4072,5938,5748,2351,3312.9394352931,247991.015523402
"1874","S01008379",2020,"Scotland","East Renfrewshire","Glasgow",555,6,549,1,205,8274.77854623681,7571.67805077838,3405,5098,3346,2475,3361.85636666759,134262.976500016
"1875","S01008380",2020,"Scotland","East Renfrewshire","Glasgow",703,5,698,1,237,8517.91453398455,7526.55033366077,5700,6815,2718,2475,3104.28907867131,133322.834287484
"1876","S01008381",2020,"Scotland","East Renfrewshire","Glasgow",636,5,631,0,229,8304.16738990415,7293.33666817645,6217,6974,3176,2475,3295.08351595807,96360.6196349934
"1877","S01008382",2020,"Scotland","East Renfrewshire","Glasgow",864,20,844,1,247,8207.02494689021,7036.62279537416,6469,6220,4564,2475,3356.20104286469,140154.285256982
"1878","S01008383",2020,"Scotland","East Renfrewshire","Glasgow",497,11,486,2,179,7816.61678470886,6975.5524780303,2017,6736,6608,2475,3627.2853169857,169392.410437595
"1879","S01008384",2020,"Scotland","East Renfrewshire","Glasgow",976,40,936,3,384,7833.09481227482,6208.4977514756,2340,4244.5,4892,2351,3241.17994793217,276585.24321464
"1880","S01008385",2020,"Scotland","East Renfrewshire","Glasgow",681,13,668,6,246,7873.52412343809,6411.1444766094,2266,6606,5332,2351,3375.50570764483,535512.113409551
"1881","S01008386",2020,"Scotland","East Renfrewshire","Glasgow",881,32,849,6,331,7268.10960206858,6363.83935601877,4005,4428,4010,2603.5,3617.83522279032,122942.34389805
"1882","S01008387",2020,"Scotland","East Renfrewshire","Glasgow",567,6,561,4,237,7474.68191023007,6230.66635988505,4009,3534,3120,2603.5,3407.42032066475,64334.2746378332
"1883","S01008388",2020,"Scotland","East Renfrewshire","Glasgow",629,27,602,2,241,7465.59717286584,6081.41362428343,5531,4376,1582,4001.5,3303.77235332703,75751.8154259366
"1884","S01008389",2020,"Scotland","East Renfrewshire","Glasgow",673,32,641,28,284,7030.52233056723,6885.91980434069,6567,5926,4383,2603.5,4100.75904750965,155377.480505944
"1885","S01008390",2020,"Scotland","East Renfrewshire","Glasgow",604,7,597,3,252,7015.83652574501,6438.07514932803,6160,6881,3424,4001.5,3862.97520107209,169311.351556344
"1886","S01008391",2020,"Scotland","East Renfrewshire","Glasgow",780,28,752,35,314,6775.996441155,6667.02367287356,4818,5377,4765,2603.5,4265.81911796438,198439.749066095
"1887","S01008392",2020,"Scotland","East Renfrewshire","Glasgow",894,30,864,7,323,6194.19007047733,6194.19007047733,4679,6796,5307,3538,5393.06310723948,334108.432095748
"1888","S01008393",2020,"Scotland","East Renfrewshire","Glasgow",862,25,837,3,366,6193.3757364071,6193.3757364071,4149,6306.5,4046,2003,5542.18456314779,145628.540955169
"1889","S01008394",2020,"Scotland","East Renfrewshire","Glasgow",904,8,896,1,275,6699.75770034648,6699.75770034648,6681,6663,4024,2603.5,4551.9787078274,150288.893291933
"1890","S01008395",2020,"Scotland","East Renfrewshire","Glasgow",551,26,525,0,189,6542.67942562665,6542.67942562665,4936,6310,1688,2603.5,4990.49874556357,124756.436094319
"1891","S01008396",2020,"Scotland","East Renfrewshire","Glasgow",645,23,622,1,302,6423.68071487374,6423.68071487374,4342,4261,2764,1868,5277.21575772927,353861.913547067
"1892","S01008397",2020,"Scotland","East Renfrewshire","Glasgow",922,15,907,0,346,7119.70885411011,7119.70885411011,6504,6446,2890,2155,4500.50524617949,312341.824099983
"1893","S01008398",2020,"Scotland","East Renfrewshire","Glasgow",605,25,580,21,217,6920.39218749945,6920.39218749945,4810,5693,2494,1868,4928.10951742106,124176.678894957
"1894","S01008399",2020,"Scotland","East Renfrewshire","Glasgow",538,20,518,1,256,6506.42058103545,6506.42058103545,4894,6517.5,5663,1868,5614.52453992046,146484.948245096
"1895","S01008400",2020,"Scotland","East Renfrewshire","Glasgow",678,23,655,0,261,6182.875144387,6182.875144387,5983,6082,5525,1868,5950.77452174947,140818.680628995
"1896","S01008401",2020,"Scotland","East Renfrewshire","Glasgow",927,43,884,1,403,5954.67647004804,5954.67647004804,5160,5008,4377,1868,6253.04501739865,290908.690200954
"1897","S01008402",2020,"Scotland","East Renfrewshire","Glasgow",1077,10,1067,5,410,8268.6215021034,8268.6215021034,3879,6730,2710,3817.5,3648.32291241668,436150.784356696
"1898","S01008403",2020,"Scotland","East Renfrewshire","Glasgow",602,6,596,1,217,7962.22969622215,7686.70209947686,4175,6298,2916,2155,3720.97982097737,147085.532937942
"1899","S01008404",2020,"Scotland","East Renfrewshire","Glasgow",984,21,963,4,345,7653.57540519419,7639.39791860586,4287,6266.5,4953,2155,3982.22022630278,272923.172193421
"1900","S01008405",2020,"Scotland","East Renfrewshire","Glasgow",816,12,804,3,263,7280.53327040062,7280.53327040062,4434,6843,4475,2155,4591.85647932648,219819.220008068
"1901","S01008406",2020,"Scotland","East Renfrewshire","Glasgow",1047,89,958,101,350,7173.26891971242,7173.26891971242,3666,4820.5,5471,2155,4890.38756932369,221556.404458598
"1902","S01008407",2020,"Scotland","East Renfrewshire","Glasgow",524,63,461,29,255,6807.71481133157,6807.71481133157,4835,3863,6707,1868,5441.87593546432,116307.438337389
"1903","S01008408",2020,"Scotland","East Renfrewshire","Glasgow",674,18,656,9,256,6987.63542520918,6987.63542520918,5328,3296,6012,1950.5,5228.67005281179,128337.070590977
"1904","S01008409",2020,"Scotland","East Renfrewshire","Glasgow",907,89,818,73,317,7028.2584926344,7028.2584926344,806,1835,6428,1950.5,5169.22356567769,361559.060146751
"1905","S01008410",2020,"Scotland","East Renfrewshire","Glasgow",682,49,633,3,266,6360.75461620268,6360.75461620268,2910,5185.5,6274,1868,5916.50821984506,164603.867514245
"1906","S01008411",2020,"Scotland","East Renfrewshire","Glasgow",601,31,570,12,235,7737.1432699205,7737.1432699205,4477,2147,5509,3088.5,4630.11763650635,151101.782686065
"1907","S01008412",2020,"Scotland","East Renfrewshire","Glasgow",716,40,676,31,243,7811.9468026656,7811.9468026656,6329,4138,6160,2894.5,4427.4913975169,181780.788538933
"1908","S01008413",2020,"Scotland","East Renfrewshire","Glasgow",533,49,484,49,173,7806.72728691145,7806.72728691145,1121,3583,4502,2894.5,4402.94681636735,429217.354898913
"1909","S01008414",2020,"Scotland","East Renfrewshire","Glasgow",452,24,428,1,151,7165.60891995783,7165.60891995783,4487,5521,5035,1950.5,5018.92219767965,99687.3632490332
"1910","S01008415",2020,"Scotland","East Renfrewshire","Glasgow",844,68,776,27,320,7321.65876811187,7321.65876811187,1213,2164,6272,1950.5,4952.2577264558,227291.921655482
"1911","S01008416",2020,"Scotland","East Renfrewshire","Glasgow",896,167,729,134,303,7380.32856973076,7380.32856973076,2309,2191,6537,3088.5,5046.95932394929,314083.745928309
"1912","S01008417",2020,"Scotland","City of Edinburgh","Edinburgh",708,32,676,6,293,12947.277159791,12947.277159791,5392,6350,853,5339,699.105233845096,10299931.7673683
"1913","S01008418",2020,"Scotland","City of Edinburgh","Edinburgh",691,17,674,4,308,12794.0722781451,12794.0722781451,5063,6650,988,5652,709.544519705651,23570497.4710367
"1914","S01008419",2020,"Scotland","City of Edinburgh","Edinburgh",541,29,512,35,158,12282.1228944513,12282.1228944513,3594,5372.5,2204,4075.5,922.393619264402,1366456.87469529
"1915","S01008420",2020,"Scotland","City of Edinburgh","Edinburgh",466,11,455,4,186,12568.9289200263,12568.9289200263,4957,6957,2702,4466,867.968012756425,105196.689050385
"1916","S01008421",2020,"Scotland","City of Edinburgh","Edinburgh",884,91,793,67,327,12563.5256222696,12563.5256222696,2575,4598,4721,4075.5,890.527648655487,146544.070174624
"1917","S01008422",2020,"Scotland","City of Edinburgh","Edinburgh",617,7,610,2,239,12513.1672240103,12513.1672240103,5148,6377,3823,4496,913.37562652823,231579.866967288
"1918","S01008423",2020,"Scotland","City of Edinburgh","Edinburgh",1088,12,1076,6,392,12382.449592814,12382.449592814,5862,6558,952,3832,890.366222848946,11999499.0276285
"1919","S01008424",2020,"Scotland","City of Edinburgh","Edinburgh",836,20,816,2,336,11244.6558406915,11244.6558406915,6653,6859,1629,2616,1563.0932043588,325527.24547199
"1920","S01008425",2020,"Scotland","City of Edinburgh","Edinburgh",3847,20,3827,19,390,9893.07836636163,9893.07836636163,6161,6126,1128,2407,3493.26284965246,7587827.66007857
"1921","S01008426",2020,"Scotland","City of Edinburgh","Edinburgh",599,45,554,52,212,10181.1509353143,10181.1509353143,4782,4290,4990,2401,2807.9007951753,187809.797519162
"1922","S01008427",2020,"Scotland","City of Edinburgh","Edinburgh",1084,14,1070,2,395,10748.2591861788,10748.2591861788,6599,5835,913,2401,2193.47710351846,185719.448921367
"1923","S01008428",2020,"Scotland","City of Edinburgh","Edinburgh",696,56,640,73,243,10712.1686679692,10712.1686679692,4539,3844,4772,2401,2028.63017825658,142539.343412467
"1924","S01008429",2020,"Scotland","City of Edinburgh","Edinburgh",964,22,942,11,341,9781.49000390059,9781.49000390059,3257,6278,4959,1883.5,3324.00487409318,191754.877494901
"1925","S01008430",2020,"Scotland","City of Edinburgh","Edinburgh",831,44,787,17,259,9661.69093883567,9661.69093883567,2316,3292,4242,1883.5,3084.62994073807,468143.476325315
"1926","S01008431",2020,"Scotland","City of Edinburgh","Edinburgh",825,22,803,42,310,9142.87116134576,9142.87116134576,4701,5748,1844,1907.5,4571.93088808024,172466.63880709
"1927","S01008432",2020,"Scotland","City of Edinburgh","Edinburgh",679,8,671,9,284,8960.12755154021,8960.12755154021,4479,6155,1541,1907.5,4349.4864798083,1326992.10740547
"1928","S01008433",2020,"Scotland","City of Edinburgh","Edinburgh",806,23,783,6,342,8106.36383757259,8106.36383757259,4178,6268,1998,187.5,9082.19628570483,173836.020659595
"1929","S01008434",2020,"Scotland","City of Edinburgh","Edinburgh",940,26,914,10,312,7893.60268298271,7893.60268298271,3018,5488,2209,187.5,8140.03247353902,200387.448306655
"1930","S01008435",2020,"Scotland","City of Edinburgh","Edinburgh",789,8,781,4,297,7741.39864563752,7741.39864563752,2398,6094,2812,604,7384.2201728884,295431.225330503
"1931","S01008436",2020,"Scotland","City of Edinburgh","Edinburgh",993,26,967,9,347,7971.80745005562,7971.80745005562,5286.5,6435,2566,2246.5,5477.11631079358,236560.086131507
"1932","S01008437",2020,"Scotland","City of Edinburgh","Edinburgh",765,30,735,58,309,8305.39076113652,8305.39076113652,4766,3910.5,1791,2246.5,4933.43413520499,267944.40252805
"1933","S01008438",2020,"Scotland","City of Edinburgh","Edinburgh",665,17,648,5,184,7725.03576818325,7725.03576818325,1937,4229.5,1305,3744,2620.42508932426,18303958.5964954
"1934","S01008439",2020,"Scotland","City of Edinburgh","Edinburgh",1198,18,1180,2,432,7359.40942618156,7359.40942618156,6330,6469.5,2557,1457,3483.0631414276,366898.769385448
"1935","S01008440",2020,"Scotland","City of Edinburgh","Edinburgh",999,19,980,17,386,7139.09770174156,7139.09770174156,4522,6769,1725,1457,3691.172495384,334193.268841423
"1936","S01008441",2020,"Scotland","City of Edinburgh","Edinburgh",477,6,471,1,185,7436.25474538752,7436.25474538752,5412,6125,2151,456,4404.63229619307,117596.621038562
"1937","S01008442",2020,"Scotland","City of Edinburgh","Edinburgh",701,10,691,3,300,7083.90074004586,7083.90074004586,4556,6064,2267,1457,4791.90842980347,283895.40744145
"1938","S01008443",2020,"Scotland","City of Edinburgh","Edinburgh",617,18,599,13,239,7037.1661647991,7037.1661647991,2795,6713,2627,604,5839.21919536642,324926.93418552
"1939","S01008444",2020,"Scotland","City of Edinburgh","Edinburgh",872,22,850,8,252,6079.71661598529,6079.71661598529,3621.5,3675,2162,974,5335.42273567868,633908.727315053
"1940","S01008445",2020,"Scotland","City of Edinburgh","Edinburgh",1170,70,1100,171,232,5958.34412563497,5958.34412563497,4237,3333.5,2124,2045.5,6210.13429407422,525311.855322078
"1941","S01008446",2020,"Scotland","City of Edinburgh","Edinburgh",1180,10,1170,2,321,6440.89529700417,6440.89529700417,5967,6743,2485,1804,4948.01117681752,754069.955447661
"1942","S01008447",2020,"Scotland","City of Edinburgh","Edinburgh",734,5,729,3,283,6523.14978135428,6523.14978135428,6060,6273,1616,1804,6487.15948961099,357166.56171617
"1943","S01008448",2020,"Scotland","City of Edinburgh","Edinburgh",761,15,746,14,301,6113.44202437914,6113.44202437914,5541,5770,1745,1804,8520.03425673634,751343.297443976
