"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","social.HH","nonsocial.HH","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"6218","S01012723",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",632,174,458,157,201,1261.70223470254,1261.70223470254,542,932,3683,1829,6574.57531503221,117548.107691101
"6219","S01012724",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",772,127,645,74,338,1179.89214933279,1179.89214933279,574,3467,3163,1829,7560.40534190004,314875.449022916
"6220","S01012725",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",921,130,791,75,419,689.613992483371,689.613992483371,2287,3977,5043,1136.5,8228.75809596094,154875.258206593
"6221","S01012726",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",625,75,550,55,228,2296.16386032094,2296.16386032094,5187,1999,3723,1929,3510.15931311892,218983.256502888
"6222","S01012727",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",716,233,483,154,140,2165.32705349567,2165.32705349567,1627,714,3484,1672.5,4397.42119681238,155791.255361989
"6223","S01012728",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",762,306,456,225,114,1832.34418632497,1832.34418632497,511,1336,3884,1829,5005.53831978268,160676.20534506
"6224","S01012729",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",800,97,703,58,288,2574.16070035676,2574.16070035676,3390,4406,2180,1929,3084.40523499394,180077.001495553
"6225","S01012730",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",556,127,429,103,163,2612.08828141892,2612.08828141892,4270,1895,1784,2289,3449.01060131506,99037.3867218759
"6226","S01012731",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",774,151,623,99,236,2317.6610446833,2317.6610446833,4567.5,1149,2555,2289,3820.47063720867,129875.348624993
"6227","S01012732",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",650,102,548,71,221,2492.56060301287,2492.56060301287,2295,1499,2335,2289,3836.94511767917,111050.915272593
"6228","S01012733",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",1122,30,1092,11,353,3322.74002483927,3322.74002483927,6092,6762,467,4630,2344.00497015924,9243687.8794526
"6229","S01012734",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",643,13,630,4,194,3029.88240643116,3029.88240643116,4946,6934,919,2289,2643.19075597751,101762.564622911
"6230","S01012735",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",459,59,400,45,168,2790.1330418846,2790.1330418846,4532,2875,1010,2289,3010.68633371816,137252.950518174
"6231","S01012736",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",926,98,828,71,305,2517.8193719309,2517.8193719309,4762,3854,2438,1672.5,4326.98362575119,360763.620050133
"6232","S01012737",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",811,79,732,26,303,2706.93077420821,2706.93077420821,4913,5162,2293,2007.5,4284.11986913104,245171.229811898
"6233","S01012738",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",584,120,464,71,184,2288.20117263189,2288.20117263189,3831,3666,2006,1672.5,5197.42175282635,127333.828575486
"6234","S01012739",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",913,10,903,4,285,3914.02482090369,3914.02482090369,6928,6705,875,1203.5,4300.73278401574,148207.692172214
"6235","S01012740",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",1004,45,959,52,256,3712.26887104826,3712.26887104826,5734,6675,759,1203.5,5116.64823276533,192340.735966815
"6236","S01012741",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",511,11,500,7,265,3753.17322056276,3753.17322056276,6717,5396,1225,2007.5,3253.10233307063,142281.191585043
"6237","S01012742",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",659,21,638,10,266,3263.76432575055,3263.76432575055,5606.5,5462,3020,2007.5,4065.58720227865,134037.920761503
"6238","S01012743",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",529,13,516,1,236,2983.67238935328,2983.67238935328,6413,6712,3375,2007.5,4438.65197816461,109278.215759549
"6239","S01012744",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",625,18,607,3,274,3754.85279754297,3754.85279754297,6523,5616,1460,3757,3892.25145592138,134404.072451992
"6240","S01012745",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",1000,27,973,6,296,2704.96545465942,2704.96545465942,6565,6161.5,4530,1672.5,5163.50667972778,202833.006583122
"6241","S01012746",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",752,53,699,26,285,3476.88112035386,3476.88112035386,6099,2889,1549,2007.5,4633.6872055353,121037.623734365
"6242","S01012747",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",855,115,740,82,266,2957.818733285,2957.818733285,4138,2390,4016,2007.5,5484.02697666548,160462.767955413
"6243","S01012748",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",796,288,508,228,141,2799.5131986501,2799.5131986501,566,554,4941,1118.5,6012.98801944195,149939.471698573
"6244","S01012749",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",926,249,677,212,175,3446.14758983069,3446.14758983069,2310,640,2493,1118.5,5740.45858681434,122779.225969867
"6245","S01012750",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",827,216,611,140,196,3373.55265661744,3373.55265661744,1240,1023,3502,1118.5,5988.70904981562,162357.725832099
"6246","S01012751",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",798,163,635,140,283,3542.60265041005,3542.60265041005,1223,1341,3195,1203.5,6540.55895610499,162221.498245387
"6247","S01012752",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",832,152,680,135,240,4388.99865326004,4388.99865326004,1820,1529,2897,294.5,5778.96916042818,1438259.88706331
"6248","S01012753",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",503,106,397,121,114,4253.0749866415,4253.0749866415,2425,808,4736,294.5,6061.93965743329,85707.4323131123
"6249","S01012754",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",562,130,432,95,160,4086.00445463486,4086.00445463486,2378,1360,5548,294.5,6337.88672810026,130265.270140109
"6250","S01012755",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",553,167,386,162,118,4028.93705753218,4028.93705753218,1861,1411,6481,294.5,6308.79602607378,111955.580588575
"6251","S01012756",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",468,88,380,96,175,4711.28095844666,4711.28095844666,3508,3411,4524,294.5,4707.45866151532,109301.846928477
"6252","S01012757",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",444,80,364,85,151,4238.92286541031,4238.92286541031,926,1193,5446,294.5,5815.81456431879,116231.059908483
"6253","S01012758",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",548,91,457,79,195,4596.71675275296,4596.71675275296,1025,1689,4872,669,4961.36683957471,191292.1506345
"6254","S01012759",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",715,179,536,144,198,4348.45413832271,4348.45413832271,2156,953,5374,669,5541.27307952536,125247.510032981
"6255","S01012760",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",1016,274,742,170,254,4129.00563671461,4129.00563671461,163,1292,6315,669,6050.95203762262,269747.545586474
"6256","S01012761",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",685,113,572,113,256,4656.03594261874,4656.03594261874,2437,1913,4992,669,4754.78503361928,104400.658833989
"6257","S01012762",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",654,77,577,40,275,4874.28543460981,4874.28543460981,4699,4027.5,3408,669,4245.7035762414,195783.203658407
"6258","S01012763",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",372,63,309,57,121,4855.06304289232,4855.06304289232,6086,523,3995,669,4270.3077232577,71894.0984075761
"6259","S01012764",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",738,153,585,126,222,5021.37943490999,4728.15968613107,3344,1299,3563,1075.5,3854.15554363182,135058.118735892
"6260","S01012765",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",710,113,597,95,201,5131.27847251938,4627.31029185417,1602,1618,2729,1075.5,3605.08021593479,199367.412582003
"6261","S01012766",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",875,162,713,133,225,5171.60669407517,4601.96581607445,5529,1824,1678,1075.5,3515.10779183852,186988.261177899
"6262","S01012767",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",549,17,532,6,222,5390.46112046707,4386.69416609895,6068,5749,1104,1075.5,3196.05900959208,114307.784062998
"6263","S01012768",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",660,20,640,5,286,5494.41372507149,4337.54771797133,6794,5602,1038,1075.5,3062.28126691815,109999.219304482
"6264","S01012769",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",452,26,426,1,151,6000.33276819593,4019.44416976627,6284,4649,541,2628,2667.77423808558,176836.02160748
"6265","S01012770",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",839,107,732,90,318,4285.91348492431,4285.91348492431,1845,3033,6037,669,5203.21919637368,209895.671105094
"6266","S01012771",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",641,114,527,81,276,4115.40095334821,4115.40095334821,597,1495,6251,216,5170.36031175633,291115.297113422
"6267","S01012772",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",648,154,494,114,171,4619.08487030136,4619.08487030136,3855,571,4232,1075.5,4493.94351810253,102542.6075255
"6268","S01012773",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",841,150,691,89,302,4411.25382131035,4411.25382131035,3009,2421,3793,1206,4547.22657155027,338486.427537841
"6269","S01012774",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",929,145,784,117,291,2937.28575553272,2937.28575553272,753,2514,5220,1118.5,7310.19517391637,322645.643015012
"6270","S01012775",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",420,57,363,48,163,2818.37216854921,2818.37216854921,1940,2397,5492,2,7539.63424761284,99302.966033041
"6271","S01012776",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",738,161,577,124,235,3132.79219852086,3132.79219852086,1241,1691,4087,2,7247.49748223255,180458.826628009
"6272","S01012777",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",975,68,907,40,325,2612.63173637056,2612.63173637056,2650.5,3525.5,5584,559.5,7824.08550309322,297618.55638002
"6273","S01012778",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",742,181,561,128,167,3662.2891617992,3662.2891617992,2018,1637,4418,216,6743.77151576645,165693.812835561
"6274","S01012779",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",455,107,348,82,118,3289.30206183032,3289.30206183032,1392,1583,4465,2,7096.90207838039,154990.684174746
"6275","S01012780",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",705,245,460,184,162,3198.02197655598,3198.02197655598,413,1417,5185,216,7205.84687187837,728735.476275202
"6276","S01012781",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",647,80,567,35,265,2295.04686174189,2295.04686174189,1236,4317,4102,1152,7189.97878399603,301299.361014186
"6277","S01012782",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",609,185,424,150,163,2741.64979060688,2741.64979060688,141,794,4757,1118.5,6819.46768288235,149736.18805338
"6278","S01012783",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",658,194,464,137,185,2577.67905734268,2577.67905734268,740,789,5064,1118.5,7267.02334707762,96546.4323070247
"6279","S01012784",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",724,164,560,163,228,2257.65335048389,2257.65335048389,2759,1500,5370,1152,7727.19713790919,89128.1474040803
"6280","S01012785",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",680,212,468,214,174,2525.37252938745,2525.37252938745,478,1056,4523,559.5,7648.54455164748,112122.784421371
"6281","S01012786",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",630,256,374,239,184,2178.32533977378,2178.32533977378,140,1470,6935,559.5,8228.49483292579,158520.38779253
"6282","S01012787",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",565,62,503,47,203,2384.61942759327,2384.61942759327,4671,4364,6852,559.5,8102.38617531502,86719.3901575282
"6283","S01012788",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",626,160,466,111,148,1846.52356210214,1846.52356210214,1922,1910,3086,1672.5,5798.44851415417,134286.721662418
"6284","S01012789",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",684,98,586,68,257,1808.28743033141,1808.28743033141,3539,2610,1774,1672.5,6429.93474255308,147964.039951357
"6285","S01012790",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",830,43,787,40,249,2044.76283340786,2044.76283340786,4258,5174,3809,1152,6715.17216793649,336480.111783338
"6286","S01012791",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",712,41,671,17,307,1603.16312484211,1603.16312484211,5722,4780,3033,1152,8150.05735841374,214810.108685117
"6287","S01012792",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",962,146,816,116,380,1815.18319653156,1815.18319653156,1576.5,3436,6744,1152,8716.40455686607,231728.958539486
"6288","S01012793",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",742,176,566,162,201,1293.63317363235,1293.63317363235,65,997,6604,1953.5,10273.7041197464,612391.901718789
"6289","S01012794",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",605,76,529,30,348,1359.5735431564,1359.5735431564,2958,4672,5760,1953.5,9896.94435217162,380533.328360551
"6290","S01012795",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",1018,297,721,232,207,2075.92765631489,2075.92765631489,2663.5,1200,5217,559.5,8634.06961706331,172802.263644544
"6291","S01012796",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",810,154,656,109,238,2394.17575681519,2394.17575681519,1664,3153,3670,559.5,8049.60808879429,132717.382338892
"6292","S01012797",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",753,187,566,106,170,2510.47976998431,2510.47976998431,2539,2062,2707,361,7621.43929655965,999580.112941535
"6293","S01012798",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",725,38,687,24,305,3701.94289554862,3701.94289554862,4141,5329.5,2043,1338,5172.75408122962,907844.19825319
"6294","S01012799",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",782,34,748,35,358,3346.82540926757,3346.82540926757,6636,3889,3130,853.5,5427.42081529215,371244.133221423
"6295","S01012800",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",878,32,846,6,392,3700.01957454385,3700.01957454385,3488,5732,3009,482,5228.99496423476,2201360.43890982
"6296","S01012801",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",430,21,409,5,247,3951.26281743554,3951.26281743554,2657,6156,5993,853.5,5044.51185525735,115234.830329101
"6297","S01012802",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",552,8,544,3,204,4594.13970404774,4594.13970404774,3401,6415,877,753.5,4225.53113095599,646349.756759039
"6298","S01012803",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",604,13,591,5,257,3987.14402743288,3987.14402743288,6497,5547,999,47.5,5329.86142034186,166370.269650484
"6299","S01012804",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",753,122,631,126,225,4203.12682252317,4203.12682252317,4753,1092,2895,47.5,5188.73675913017,138897.462171101
"6300","S01012805",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",904,123,781,94,289,4676.11202672361,4676.11202672361,5817,1058,4092,47.5,5132.54905198716,145891.836345
"6301","S01012806",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",834,93,741,67,232,4565.78412786741,4565.78412786741,3162,1777,1477,47.5,5466.82885111605,277724.901178103
"6302","S01012807",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",654,7,647,1,217,5707.69997033476,4914.9014375084,5274,6914,1333,753.5,4070.97108979109,917665.269002013
"6303","S01012808",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",1811,101,1710,56,419,5346.91164819238,5114.16749559695,4606,4190,5383,7,6318.89391898469,923259.622971551
"6304","S01012809",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",660,46,614,21,316,5829.58928836821,5241.27863722758,1352,2593,6505,922.5,5316.85777300935,139056.616043179
"6305","S01012810",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",924,191,733,251,230,5658.35672444191,4993.98913365753,1492,1117,6343,922.5,6071.2510212151,184084.004560088
"6306","S01012811",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",982,58,924,62,286,6191.29651083343,4953.09304559102,2678,2837,3490,922.5,4267.06686379642,242092.243849445
"6307","S01012812",2020,"Scotland","South Lanarkshire","Motherwell and Airdrie",626,45,581,34,251,6011.55976504975,4840.61190509512,5192,2649,4742,922.5,5528.47807471108,205297.084706875
"6308","S01012813",2020,"Scotland","South Lanarkshire","Glasgow",837,30,807,4,368,10559.8901014245,8815.13495651258,4082,6046,2348,18,3622.8734311303,304019.991110556
"6309","S01012814",2020,"Scotland","South Lanarkshire","Glasgow",852,44,808,6,327,9643.27998437605,6036.24329442637,6458,6306.5,1581,1599,2364.26976707676,124271.077436942
"6310","S01012815",2020,"Scotland","South Lanarkshire","Glasgow",863,26,837,13,307,9287.50002923576,5912.51218454969,5254,6255,1881,1599,2537.45020769812,169681.006370906
"6311","S01012816",2020,"Scotland","South Lanarkshire","Glasgow",582,75,507,13,216,9080.55478964224,5947.82530856203,2300,3847,1554,1599,2674.74231855586,130682.986815693
"6312","S01012817",2020,"Scotland","South Lanarkshire","Glasgow",578,30,548,6,169,9473.01094009647,6328.22110343744,6475,6862,1363,1599,2414.37905494454,77898.7545766765
"6313","S01012818",2020,"Scotland","South Lanarkshire","Glasgow",799,43,756,8,263,8794.43699057834,6206.43542706489,5101,4520,1407,2599.5,2889.43160935432,155721.387028039
"6314","S01012819",2020,"Scotland","South Lanarkshire","Glasgow",724,224,500,146,219,8494.12938928059,6075.69923654581,210,1676,3721,2261,3130.35224800716,203692.933106628
"6315","S01012820",2020,"Scotland","South Lanarkshire","Glasgow",2509,78,2431,26,344,8679.95484311363,6541.46646657384,3959,5284,780,1836,2886.92788292139,6343394.15875477
"6316","S01012821",2020,"Scotland","South Lanarkshire","Glasgow",791,38,753,10,253,7847.60290156171,6882.72867967734,4143,5725,2260,1896.5,3479.25801740195,108915.98155855
"6317","S01012822",2020,"Scotland","South Lanarkshire","Glasgow",557,153,404,133,123,8448.22702724174,5786.58913483416,357,379,6698,2261,3099.68223383626,91692.8744250499
"6318","S01012823",2020,"Scotland","South Lanarkshire","Glasgow",913,45,868,3,282,8017.746293526,5962.39412253155,5137,5222,3967,1896.5,3459.55053298023,175293.82065259
"6319","S01012824",2020,"Scotland","South Lanarkshire","Glasgow",613,80,533,34,239,8325.92125115907,6394.50156056769,4233,4333.5,3044,1896.5,3296.98319469394,158762.082271471
"6320","S01012825",2020,"Scotland","South Lanarkshire","Glasgow",439,108,331,112,157,7248.60535032488,6071.49185711089,182,3733,6737,1362.5,4210.50580674142,162682.023877286
"6321","S01012826",2020,"Scotland","South Lanarkshire","Glasgow",591,228,363,163,68,7587.14587959271,6222.96938163936,3348,803,4313,1896.5,3810.49198127039,95483.9263895744
"6322","S01012827",2020,"Scotland","South Lanarkshire","Glasgow",723,51,672,12,221,7946.20896697395,6530.26334975501,4380,4759,2200,1698,3675.06208819955,1056858.61515776
"6323","S01012828",2020,"Scotland","South Lanarkshire","Glasgow",921,24,897,2,252,9015.83521552045,7148.17945262582,6072,6418.5,1499,3118,2430.94282934311,361038.767713152
"6324","S01012829",2020,"Scotland","South Lanarkshire","Glasgow",775,260,515,161,201,8211.25212039871,6775.61700829008,1567,1246,2900,2599.5,3247.91043706405,156490.780283464
"6325","S01012830",2020,"Scotland","South Lanarkshire","Glasgow",717,134,583,105,208,9131.27578868644,5519.27231311142,4904,4763,2730,1599,2521.82442198028,172070.315884949
"6326","S01012831",2020,"Scotland","South Lanarkshire","Glasgow",605,145,460,133,200,8806.38143770921,5587.42175496227,5460,2313,5345,2261,2760.68156647685,137698.355250479
"6327","S01012832",2020,"Scotland","South Lanarkshire","Glasgow",570,127,443,68,147,8085.35841759083,5338.7236116737,3496,2187,3102,2261,3156.76154141765,205395.291509432
"6328","S01012833",2020,"Scotland","South Lanarkshire","Glasgow",743,180,563,159,160,8167.96791127042,5619.37428402011,1808,899,5118,2261,3220.44588796858,156777.51650358
"6329","S01012834",2020,"Scotland","South Lanarkshire","Glasgow",654,124,530,97,192,7841.07454436934,5513.39959120388,2173,1543,5244,2210,3448.78956189411,132133.010352498
"6330","S01012835",2020,"Scotland","South Lanarkshire","Glasgow",870,164,706,91,312,7456.27113719318,5778.93903663465,1769,3109,6009,1362.5,3944.39494435724,201650.651626461
"6331","S01012836",2020,"Scotland","South Lanarkshire","Glasgow",732,41,691,10,210,7560.76159353325,4512.29125263423,5476,6715,1141,1911,3255.96263156917,127770.34833653
"6332","S01012837",2020,"Scotland","South Lanarkshire","Glasgow",696,231,465,355,59,7496.07138055133,4736.17982259767,2353,1120,2701,1911,3426.55250568223,108185.604082396
"6333","S01012838",2020,"Scotland","South Lanarkshire","Glasgow",941,380,561,466,62,7392.25907272038,4723.54096378008,1971,2792,1638,1911,3502.28594673594,69183.7870877036
"6334","S01012839",2020,"Scotland","South Lanarkshire","Glasgow",602,28,574,9,291,7830.86086743596,4872.79436614656,5113,4220,1696,2210,3174.70252275862,129514.595575828
"6335","S01012840",2020,"Scotland","South Lanarkshire","Glasgow",888,31,857,10,275,8093.58991717183,4998.17594029593,5554,5998,1328,2210,3001.8562159234,168392.084439304
"6336","S01012841",2020,"Scotland","South Lanarkshire","Glasgow",551,17,534,16,237,7985.45793138894,5108.05202002773,4253,5185.5,2046,2210,3138.86738752956,253544.246214501
"6337","S01012842",2020,"Scotland","South Lanarkshire","Glasgow",416,13,403,7,191,7269.89196009563,4971.81355559194,3156,2864,2735,1911,3727.55510514449,256863.209020438
"6338","S01012843",2020,"Scotland","South Lanarkshire","Glasgow",950,23,927,9,372,7306.21112866583,5427.7180444798,4824,5866,3975,2210,3902.70268691101,389091.783282563
"6339","S01012844",2020,"Scotland","South Lanarkshire","Glasgow",666,21,645,7,242,6611.63604330879,5851.08974154283,6796.5,6947,4610,1417,4581.79778197228,253598.449528012
"6340","S01012845",2020,"Scotland","South Lanarkshire","Glasgow",780,75,705,21,260,6628.98714805495,6014.87491734317,2499,5853,5929,1417,4691.73133042132,211651.890998465
"6341","S01012846",2020,"Scotland","South Lanarkshire","Glasgow",904,259,645,243,300,6809.67886376716,6203.53029369298,433,1662,6699,1362.5,4649.60072875214,210480.207054126
"6342","S01012847",2020,"Scotland","South Lanarkshire","Glasgow",540,75,465,62,187,6802.47043490453,6419.16768058703,4553,3972,5796,1362.5,4549.81185980197,92575.9126119139
"6343","S01012848",2020,"Scotland","South Lanarkshire","Glasgow",708,47,661,14,269,6246.07071145814,5775.89068539198,6814,5684,4760,1417,4740.50982677381,147121.704236675
"6344","S01012849",2020,"Scotland","South Lanarkshire","Glasgow",652,130,522,76,269,6260.61154040591,6028.79295937891,2596,1973,4373,1417,4834.64309410164,158564.889385937
"6345","S01012850",2020,"Scotland","South Lanarkshire","Glasgow",753,117,636,90,249,5879.65909210859,5879.65909210859,1653,1433,4214,1506.5,5262.57479548029,255078.602564531
"6346","S01012851",2020,"Scotland","South Lanarkshire","Glasgow",795,78,717,64,310,5737.64635383597,5737.64635383597,4379,2419,5628,1506.5,5450.97328802746,162985.53499999
"6347","S01012852",2020,"Scotland","South Lanarkshire","Glasgow",683,19,664,7,291,5088.95768170482,5088.95768170482,5056,6592,5973,158.5,6710.907793738,160014.964617476
"6348","S01012853",2020,"Scotland","South Lanarkshire","Glasgow",749,46,703,3,335,5240.70329871427,5240.70329871427,5240,5042,4910,158.5,6273.16743965511,184511.06528701
"6349","S01012854",2020,"Scotland","South Lanarkshire","Glasgow",769,25,744,2,372,4891.55157850153,4891.55157850153,5294,4433,6576,388,7262.35900010459,100883.609989468
"6350","S01012855",2020,"Scotland","South Lanarkshire","Glasgow",585,32,553,7,277,4710.70887957198,4710.70887957198,2650.5,3759,6459,388,7782.25920490332,73671.3800059378
"6351","S01012856",2020,"Scotland","South Lanarkshire","Glasgow",747,160,587,124,290,5551.95741825714,5551.95741825714,877,2460,4848,543,5772.03502047316,1481167.96911638
"6352","S01012857",2020,"Scotland","South Lanarkshire","Glasgow",867,201,666,174,298,4782.59990357301,4782.59990357301,1760,1134,6312,158.5,7423.47820890784,126150.863386379
"6353","S01012858",2020,"Scotland","South Lanarkshire","Glasgow",680,183,497,201,221,4351.83058696719,4351.83058696719,1793,1541,6007,158.5,8745.80013154427,635796.447589451
"6354","S01012859",2020,"Scotland","South Lanarkshire","Glasgow",1075,136,939,95,435,4142.16902465786,4142.16902465786,864,969,3069,587,8814.25530799296,637615.072265804
"6355","S01012860",2020,"Scotland","South Lanarkshire","Glasgow",1002,113,889,20,362,4745.32886541579,4745.32886541579,4348,3932,6488,1558.5,7682.52326630838,349767.31333142
"6356","S01012861",2020,"Scotland","South Lanarkshire","Glasgow",625,42,583,13,309,4631.23144324853,4631.23144324853,2344,3073,5735,388,8033.87389601948,119675.025403067
"6357","S01012862",2020,"Scotland","South Lanarkshire","Glasgow",561,173,388,187,182,4331.60188250592,4331.60188250592,110,812,5845,388,8792.63829432282,101404.607620131
"6358","S01012863",2020,"Scotland","South Lanarkshire","Glasgow",680,201,479,232,192,4399.66874541524,4399.66874541524,122,312,5994,388,8731.24546137341,99568.4901959201
"6359","S01012864",2020,"Scotland","South Lanarkshire","Glasgow",719,212,507,222,247,3986.61820880256,3986.61820880256,215,576,3351,100,9523.33857576274,872952.592148833
"6360","S01012865",2020,"Scotland","South Lanarkshire","Glasgow",735,115,620,113,277,4630.4414577817,4630.4414577817,4948,2410,3202,1734.5,7784.43605066884,156384.78313593
"6361","S01012866",2020,"Scotland","South Lanarkshire","Glasgow",745,130,615,81,293,4477.3487999117,4477.3487999117,2147,3180,4728,1734.5,8071.87889463675,140281.069082109
"6362","S01012867",2020,"Scotland","South Lanarkshire","Glasgow",673,196,477,186,210,4075.02090578184,4075.02090578184,880,663,5030,1734.5,9093.47571147718,100597.576824417
"6363","S01012868",2020,"Scotland","South Lanarkshire","Glasgow",584,120,464,96,225,4099.94201026938,4099.94201026938,563,716,5121,1734.5,9125.15250850517,67025.8371710358
"6364","S01012869",2020,"Scotland","South Lanarkshire","Glasgow",586,200,386,177,80,3824.91116352748,3824.91116352748,484,767,4803,1734.5,9731.64074895001,149849.860063199
"6365","S01012870",2020,"Scotland","South Lanarkshire","Glasgow",886,99,787,74,376,5067.90060487328,5067.90060487328,4436,3582,3399,1558.5,6649.75283665818,209820.561044932
"6366","S01012871",2020,"Scotland","South Lanarkshire","Glasgow",790,78,712,13,371,4859.88516121378,4859.88516121378,4858,3439,6170,2332.5,7115.05508402214,179227.331319804
"6367","S01012872",2020,"Scotland","South Lanarkshire","Glasgow",703,92,611,7,311,4564.48449622428,4564.48449622428,3839,2237,6112,2332.5,7946.34522335869,73117.9240123015
"6368","S01012873",2020,"Scotland","South Lanarkshire","Glasgow",735,70,665,15,323,4422.78321927865,4422.78321927865,1685,2270,4423,1734.5,8248.11453967413,103877.560830958
"6369","S01012874",2020,"Scotland","South Lanarkshire","Glasgow",712,186,526,146,237,6036.38208725512,5461.67422125103,4337,1478,2353,2312,4753.70965567744,193992.405481284
"6370","S01012875",2020,"Scotland","South Lanarkshire","Glasgow",562,123,439,93,184,5777.35797792471,5712.05434331057,1539,1926,3907,1558.5,5206.49157908276,103704.1277519
"6371","S01012876",2020,"Scotland","South Lanarkshire","Glasgow",735,177,558,141,230,5395.44792959484,5395.44792959484,2370,1232,5889,2332.5,5965.40541236602,181150.439209523
