"name","pweight_x","pweight_y","pop11","number_lsoa","type"
"Stowmarket BUASD",604869.403491645,258531.996692326,19280,12,"buasd"
"Stowupland BUASD",606639.688960217,259885.528445057,2263,1,"buasd"
"Stratton BUASD",222747.816029945,106296.7562758,1920,1,"buasd"
"Streatley BUASD",458830.988332473,180737.612396786,1356,1,"buasd"
"Streethouse BUASD",439631.650474087,420272.820179302,1609,1,"buasd"
"Stretford BUASD",379416.729412631,394903.827024829,24563,14,"buasd"
"Stretton BUASD",439158.72232755,359761.27454337,1541,1,"buasd"
"Stroud BUASD",384206.668154589,205194.382456112,28192,15,"buasd"
"Sturry BUASD",617945.166795336,160751.070842211,4427,3,"buasd"
"Summit BUASD",394430.735588544,418276.859348563,1425,1,"buasd"
"Sunderland BUASD",438126.391603013,556333.132811493,172635,115,"buasd"
"Sunniside BUASD",420655.957849444,558954.868144502,4344,3,"buasd"
"Sutton BUASD",526255.458536782,164501.420713405,209754,133,"buasd"
"Sutton Coldfield BUASD",411451.005069337,296426.224890946,108508,68,"buasd"
"Sutton Courtenay BUASD",450016.139636265,193271.032398246,2771,2,"buasd"
"Sutton in Ashfield BUASD",449155.999044208,359325.973170187,46753,29,"buasd"
"Sutton Lane Ends BUASD",393145.112839121,371058.813098782,2357,1,"buasd"
"Swadlincote BUASD",429758.953268407,319477.339425097,41878,25,"buasd"
"Swallownest BUASD",445733.711931474,385466.370851113,13928,9,"buasd"
"Swanland BUASD",499685.90264987,428203.595810787,3099,2,"buasd"
"Swanley BUASD",551253.384085277,168743.393540176,16226,11,"buasd"
"Swannington BUASD",441427.547407989,316139.606329231,1270,1,"buasd"
"Swanscombe BUASD",559348.496264651,174477.059708559,18378,9,"buasd"
"Swansea BUASD",264737.771161063,194795.180362721,174349,108,"buasd"
"Swindon BUASD",414967.834784221,185788.523573437,179634,114,"buasd"
"Swinton BUASD",377280.291958268,401447.919679603,29387,19,"buasd"
"Syston BUASD",462467.364143541,311295.499759869,12804,8,"buasd"
"Tadley BUASD",459680.821961475,161849.463453922,14012,10,"buasd"
"Taff's Well BUASD",312688.596950306,182998.322770873,4794,3,"buasd"
"Tamworth BUASD",422084.042090318,302937.142218687,73987,49,"buasd"
"Taplow BUASD",490959.004276211,182021.311316072,1669,1,"buasd"
"Taunton BUASD",322825.162351224,124739.017235047,59268,37,"buasd"
"Taverham BUASD",617058.685187319,314403.835058001,15631,11,"buasd"
"Teignmouth BUASD",293611.788101723,73634.3480361948,14749,9,"buasd"
"Telford BUASD",368535.148367364,309555.26466706,135516,88,"buasd"
"Temple Cloud BUASD",362318.4111872,158088.532160649,1292,1,"buasd"
"Thatcham BUASD",451618.871765074,167388.61150752,25267,15,"buasd"
"Theale BUASD",464130.465149283,171315.010636265,2835,2,"buasd"
"Thornaby-on-Tees BUASD",445576.055404077,516734.339471383,24741,15,"buasd"
"Thorne BUASD",468929.700102855,413183.185955225,11277,7,"buasd"
"Thornton (Bradford) BUASD",409909.183067574,432879.258386323,6405,4,"buasd"
"Thornton (Wyre) BUASD",333921.123176632,442740.806458465,18098,11,"buasd"
"Thorpe End BUASD",627953.03396434,311190.516385174,1502,1,"buasd"
"Thorpe Hesley BUASD",437763.543131442,396091.236963002,4136,3,"buasd"
"Thrapston BUASD",500017.815955098,278643.579638543,6239,3,"buasd"
"Threemilestone BUASD",178089.661128678,44804.9247720761,2709,2,"buasd"
"Throckley BUASD",415724.348449368,566621.318060827,5705,4,"buasd"
"Thurnscoe BUASD",445620.364269999,405698.460110974,7400,5,"buasd"
"Tickton BUASD",506477.98611586,441865.541335398,1731,1,"buasd"
"Tilbury BUASD",564419.462463164,176551.384209871,13055,8,"buasd"
"Tintwistle BUASD",401952.305366749,397067.421311593,2101,1,"buasd"
"Tipton BUASD",396372.521197365,292911.864151465,41409,25,"buasd"
"Todwick BUASD",449528.338602046,384074.480062316,1444,1,"buasd"
"Tollerton BUASD",460897.50321389,334204.782142398,1883,1,"buasd"
"Tonypandy BUASD",299564.463995642,192084.731362344,17571,12,"buasd"
"Topsham BUASD",296423.99664798,88382.8794389637,3904,3,"buasd"
"Torquay BUASD",291590.865284743,65271.0770535574,47610,31,"buasd"
"Totton BUASD",434857.953464097,113542.139001657,27427,18,"buasd"
"Tower Hamlets BUASD",536199.106653047,181595.714464047,254096,144,"buasd"
"Towngate BUASD",349265.521288937,414808.381137683,1462,1,"buasd"
"Trawden BUASD",391114.374366651,438706.774369327,1877,1,"buasd"
"Treharris BUASD",309850.945400969,196895.114799985,8241,5,"buasd"
"Treherbert BUASD",293531.137381149,198720.559871849,5727,4,"buasd"
"Trelales BUASD",287590.996843075,179828.022216394,1413,1,"buasd"
"Treorchy BUASD",295468.149497205,196758.80657747,7694,5,"buasd"
"Trevor BUASD",326820.137934637,342341.274866593,2059,1,"buasd"
"Trewoon BUASD",199280.473573623,52829.2542748541,1426,1,"buasd"
"Trimley St Mary BUASD",627977.834095018,236851.731843085,5607,4,"buasd"
"Trowbridge BUASD",385625.660263384,157831.170516023,38391,21,"buasd"
"Truro BUASD",182112.501848417,45027.7337854078,18988,11,"buasd"
"Tumble BUASD",253709.70320091,212001.965818139,1906,1,"buasd"
"Tutbury BUASD",421063.291742721,328632.435668649,3076,2,"buasd"
"Tycroes BUASD",259884.362254022,210910.282257842,4350,2,"buasd"
"Tye Green (Braintree) BUASD",578203.549226475,220935.504737203,2311,1,"buasd"
"Tyldesley BUASD",369900.354932778,401563.678454986,17684,11,"buasd"
"Tylorstown BUASD",301005.00986884,194780.349825676,3202,2,"buasd"
"Tynemouth BUASD",434498.544043225,569369.177445946,66388,43,"buasd"
"Uckfield BUASD",547542.555104185,121112.254997423,14493,10,"buasd"
"Undy BUASD",343039.082659373,187292.756510604,6140,4,"buasd"
"Upper Beeding BUASD",519578.583274412,110727.369828269,3975,2,"buasd"
"Upper Killay BUASD",258898.352542089,192394.550069854,1331,1,"buasd"
"Uppermill BUASD",399372.855125244,405483.188728985,13814,8,"buasd"
"Urmston BUASD",375891.905589386,394968.864278438,43287,28,"buasd"
"Ushaw Moor BUASD",423286.51188706,542418.458483178,5653,3,"buasd"
"Wakefield BUASD",432798.195402094,420826.319119862,90390,58,"buasd"
"Walkden BUASD",373008.863612328,402006.079590023,19099,12,"buasd"
"Wallasey BUASD",330674.523755872,392232.946254454,60816,40,"buasd"
"Wallingford BUASD",460253.984025016,189506.666202621,7918,5,"buasd"
"Wallsend BUASD",430684.883124761,567503.838040282,44137,29,"buasd"
"Walsall BUASD",401416.134362706,297876.576314715,68074,40,"buasd"
"Walter's Ash BUASD",484272.157001377,197536.275466691,2792,2,"buasd"
"Waltham Abbey BUASD",539277.158913204,200506.269330781,17672,11,"buasd"
"Waltham BUASD",525848.221119519,403853.222584757,5576,4,"buasd"
"Waltham Chase BUASD",456179.600202052,115252.95487425,2736,2,"buasd"
"Waltham Cross BUASD",536256.792543096,200642.164792037,11197,6,"buasd"
"Waltham Forest BUASD",537899.950748467,189427.237948531,256648,143,"buasd"
"Walton-on-Thames BUASD",510307.306937067,167243.724096812,62813,39,"buasd"
"Walton-on-the-Naze BUASD",624235.558787887,221490.971946795,10535,7,"buasd"
"Walton BUASD",435633.584125387,417111.408776676,2931,2,"buasd"
"Walwen BUASD",320861.153821163,376168.188683192,2224,1,"buasd"
"Wanborough BUASD",421078.02647896,182977.287141101,3326,2,"buasd"
"Wandsworth BUASD",526432.547602887,174000.359803376,307279,179,"buasd"
"Warden BUASD",602129.55291102,171671.110845894,1341,1,"buasd"
"Ware BUASD",535895.153343404,214680.852936131,18799,11,"buasd"
"Wareham BUASD",392061.436184162,88005.4863209824,5496,4,"buasd"
"Waresley BUASD",384298.744034455,270467.233722027,2714,2,"buasd"
"Wargrave BUASD",479229.445508543,178745.432411519,3025,2,"buasd"
"Warlingham BUASD",535450.048071849,158515.342424335,6927,4,"buasd"
"Warton BUASD",349876.213711309,472340.958761519,2360,2,"buasd"
"Warwick BUASD",428833.48561945,265139.359304181,28604,18,"buasd"
"Washington BUASD",430875.173115817,555658.681746389,64413,44,"buasd"
"Watchfield BUASD",425332.291694473,190447.590646675,2319,2,"buasd"
"Water BUASD",383977.481230717,425205.132094318,1430,1,"buasd"
"Waterbeach BUASD",549700.508680582,265846.958892208,4852,3,"buasd"
"Watford BUASD",510753.102636289,197644.752490216,131214,77,"buasd"
"Wath upon Dearne BUASD",444007.872474021,399823.143800981,30633,20,"buasd"
"Watton BUASD",592126.961045232,300688.815539394,8263,6,"buasd"
"Waverton BUASD",345125.462399027,364626.295801889,3345,2,"buasd"
"Wednesbury BUASD",399398.180491041,295463.175083053,19191,12,"buasd"
"Wednesfield BUASD",395414.058986975,301054.566363372,25837,16,"buasd"
"Weeley BUASD",614726.065142235,222088.751754337,1429,1,"buasd"
"Weldon BUASD",492511.47081668,289666.136865618,1442,1,"buasd"
"Welham Green BUASD",523166.5168645,205591.195168993,2236,1,"buasd"
"Wellingborough BUASD",488518.035305327,268097.431873636,49087,31,"buasd"
"Wellington BUASD",313816.372732253,120647.363351586,11213,7,"buasd"
"Wells BUASD",354782.56231659,145810.209032307,10536,7,"buasd"
"Welshpool BUASD",322650.675961811,307781.097129093,6664,4,"buasd"
"Welton BUASD",501325.48128852,380051.277602975,3918,2,"buasd"
"Welwyn BUASD",522995.442027752,216072.731411418,4037,3,"buasd"
"Welwyn Garden City BUASD",524722.653003937,212683.954463787,48248,30,"buasd"
"Wendover BUASD",487050.908716298,208404.581034003,8334,5,"buasd"
"West Bridgford BUASD",458606.573094361,336720.663916208,45858,29,"buasd"
"West Bromwich (East) BUASD",404060.740514032,293983.116853484,19541,13,"buasd"
"West Bromwich BUASD",400502.619844792,292931.50468024,72631,43,"buasd"
"West Hallam BUASD",442846.033831457,341678.653812796,3505,2,"buasd"
"West Kingsdown BUASD",557260.59765476,163672.024014935,4517,3,"buasd"
"West Kirby BUASD",322189.042809282,386656.878901255,14959,10,"buasd"
"West Walton BUASD",547769.053043074,313257.986922781,1324,1,"buasd"
"West Wellow BUASD",429197.066568738,119313.490726666,1613,1,"buasd"
"Westergate BUASD",495228.47689652,105031.110508898,8314,5,"buasd"
"Westhoughton BUASD",365549.705758706,405653.0521566,24131,15,"buasd"
"Westhumble BUASD",516864.414477696,151690.693444195,1995,1,"buasd"
"Weston-Super-Mare BUASD",334249.545666232,161613.893386357,82957,57,"buasd"
"Weston BUASD",368742.281168899,71560.1047943655,5111,3,"buasd"
"Weston Rhyn BUASD",328558.807861018,335871.11467767,1385,1,"buasd"
"Westonzoyland BUASD",335021.803588961,134872.594429419,1425,1,"buasd"
"Wetheral BUASD",346210.822961071,555010.832547827,1439,1,"buasd"
"Wetherby BUASD",440172.114102643,448779.358241141,11099,8,"buasd"
"Weybridge BUASD",507670.433015368,163529.455674436,28024,18,"buasd"
"Weymouth BUASD",367385.685871562,79961.8078535691,52249,31,"buasd"
"Whalley BUASD",372732.774328378,436924.937070199,3895,2,"buasd"
"Wharncliffe Side BUASD",429710.369360578,394788.022233735,1355,1,"buasd"
"Wheatley BUASD",459574.56082384,205567.508162488,3913,3,"buasd"
"Wheelton BUASD",359262.316397718,420442.810454511,2239,1,"buasd"
"Whetstone BUASD",456297.399227918,297093.89796495,13410,8,"buasd"
"Whickham BUASD",420467.47918207,561017.518543617,16328,11,"buasd"
"Whitburn BUASD",440644.019334614,562447.08974452,5270,3,"buasd"
"Whitefield BUASD",380934.729855703,405763.190129863,20994,14,"buasd"
"Whitehaven BUASD",298044.139476066,517218.261502267,25342,18,"buasd"
"Whitehill BUASD",425280.489395743,551483.094945009,1558,1,"buasd"
"Whitley Bay BUASD",434473.874973375,572275.310103263,36445,24,"buasd"
"Whitley BUASD",387586.263083649,166029.991326768,2695,2,"buasd"
"Whitnash BUASD",432435.655828144,263295.611806739,9572,5,"buasd"
"Whitstable BUASD",611307.518361214,166017.131598512,29545,19,"buasd"
"Whitworth BUASD",388470.683918858,418220.774935065,7500,4,"buasd"
"Wickford BUASD",575022.453151604,193193.538158,32768,20,"buasd"
"Wigan BUASD",356107.630271012,405127.563396614,103296,66,"buasd"
"Willaston BUASD",333126.220775594,377876.02745437,2625,2,"buasd"
"Willenhall BUASD",397253.467435988,300117.550871827,51050,32,"buasd"
"Wilmslow BUASD",384824.297274334,381320.009341531,35508,21,"buasd"
"Wilsden BUASD",409160.228755807,436239.399430866,3284,2,"buasd"
"Wimborne Minster BUASD",402362.293977046,100370.45203211,15147,10,"buasd"
"Winchester BUASD",447417.300608019,129516.463421919,44714,28,"buasd"
"Windermere BUASD",341272.036428916,498140.586786723,6384,4,"buasd"
"Windsor BUASD",495118.589577238,176250.283884571,30761,18,"buasd"
"Winford BUASD",456427.566528752,83875.9520428551,1464,1,"buasd"
"Wingerworth BUASD",437869.649778655,367436.942619874,5485,4,"buasd"
"Wisbech BUASD",546999.746190749,309238.436816927,29711,18,"buasd"
"Witherley BUASD",432865.996336625,297460.766155665,1373,1,"buasd"
"Withnell BUASD",363356.328768552,422176.597311298,1341,1,"buasd"
"Witton Gilbert BUASD",423648.278928488,546209.421580447,1467,1,"buasd"
"Wivelsfield BUASD",534494.920157281,120196.886992003,1980,1,"buasd"
"Wivenhoe BUASD",604026.348456654,222294.553778844,6634,4,"buasd"
"Woburn Sands BUASD",493002.230498576,236008.179652374,4694,3,"buasd"
"Woking BUASD",500091.700359277,159200.247763367,105758,65,"buasd"
"Wokingham BUASD",480407.428886409,168073.738843786,39371,25,"buasd"
"Woldingham BUASD",536956.597549868,156008.403115211,2141,1,"buasd"
"Wolverhampton BUASD",390889.489749742,299061.16740478,210657,134,"buasd"
"Wombwell BUASD",440125.776639615,403398.020802768,22825,15,"buasd"
"Woodbridge BUASD",626957.639081646,249502.14415673,11341,6,"buasd"
"Woodend BUASD",441466.841489291,428266.683910471,5292,3,"buasd"
"Woodingdean BUASD",536069.817443129,105568.24308456,9793,6,"buasd"
"Woodley BUASD",476850.942593808,172560.098203187,36970,24,"buasd"
"Wootton (Bedford) BUASD",500811.790903202,245324.163862254,4156,3,"buasd"
"Worcester BUASD",385558.25022575,255361.314755493,98768,63,"buasd"
"Worden BUASD",356705.657943085,420283.592184158,4501,2,"buasd"
"Workington BUASD",299938.53330695,527304.918629893,22335,14,"buasd"
"Worksop BUASD",458691.166366525,379947.384552162,39475,24,"buasd"
"Wormley BUASD",494799.60720178,138548.387310999,1577,1,"buasd"
"Worsbrough BUASD",435551.00047928,404194.657904243,9416,6,"buasd"
"Worsley BUASD",372832.509797793,400952.455134156,7257,5,"buasd"
"Worsthorne BUASD",387573.407526451,432426.50821517,1221,1,"buasd"
"Worthing BUASD",513187.941371876,103784.365482733,109120,68,"buasd"
"Wraysbury BUASD",498903.125278995,174269.514079633,6643,4,"buasd"
"Wrexham BUASD",333193.972309967,351399.35684894,61653,39,"buasd"
"Wythall BUASD",408511.535693195,275433.002328974,2435,2,"buasd"
"Yalding BUASD",569949.303072739,150285.212356716,1365,1,"buasd"
"Yapton BUASD",497865.47669178,103127.110900147,2758,2,"buasd"
"Yate BUASD",371130.020776373,182306.208252661,29184,20,"buasd"
"Yateley BUASD",481425.366034956,160516.450977459,14829,9,"buasd"
"Yatton BUASD",343048.870227341,165866.932648037,7733,5,"buasd"
"Yeadon BUASD",420723.359782724,440675.756199241,19887,14,"buasd"
"Ynysddu BUASD",317982.726600456,192837.203129068,1581,1,"buasd"
"York BUASD",459965.040616607,451983.931183674,150484,89,"buasd"
"Ystrad Mynach BUASD",314491.016078996,195563.530633021,18843,11,"buasd"
"Ystradgynlais BUASD",277834.51003744,209690.210416049,9687,6,"buasd"
NA,434513.920200345,276235.205945293,15516316,9603,"buasd"
